commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Gänsbrunnen,95,0.22,0.25,0.4,0.13,0.55,0.95
Göschenen,438,0.13,0.23,0.39,0.24,0.51,0.84
Gündlischwand,341,0.2,0.23,0.4,0.18,0.49,0.86
Günsberg,1152,0.17,0.24,0.39,0.21,0.49,0.91
Güttingen,1574,0.19,0.26,0.38,0.17,0.5,0.81
Habkern,644,0.2,0.23,0.34,0.23,0.51,0.91
Habsburg,407,0.15,0.23,0.45,0.16,0.5,0.9
Hagenbuch,1104,0.19,0.27,0.41,0.13,0.52,0.9
Hagneck,410,0.13,0.21,0.43,0.23,0.5,0.95
Haldenstein,1023,0.2,0.28,0.37,0.15,0.49,0.89
Hallau,2071,0.19,0.23,0.35,0.23,0.49,0.83
Hallwil,790,0.16,0.29,0.41,0.14,0.51,0.82
Halten,873,0.18,0.24,0.37,0.21,0.5,0.92
Hasle (LU),1748,0.21,0.27,0.34,0.18,0.52,0.94
Hasle bei Burgdorf,3353,0.19,0.29,0.34,0.18,0.5,0.93
Hasliberg,1178,0.22,0.22,0.34,0.22,0.5,0.86
Hauenstein-Ifenthal,314,0.22,0.19,0.41,0.18,0.53,0.91
Hauptwil-Gottshaus,1915,0.22,0.29,0.37,0.12,0.51,0.9
Hausen (AG),3406,0.16,0.3,0.36,0.17,0.51,0.78
Hausen am Albis,3477,0.2,0.23,0.4,0.17,0.49,0.86
Haut-Intyamon,1523,0.18,0.25,0.37,0.2,0.51,0.82
Haute-Ajoie,946,0.17,0.22,0.39,0.23,0.51,0.91
Haute-Sorne,6884,0.2,0.26,0.35,0.19,0.5,0.85
Hauterive (FR),2414,0.24,0.27,0.35,0.13,0.51,0.87
Hauterive (NE),2626,0.17,0.29,0.34,0.2,0.47,0.74
Hauteville,643,0.25,0.26,0.36,0.13,0.5,0.9
Hedingen,3659,0.21,0.25,0.39,0.15,0.5,0.85
Hefenhofen,1228,0.17,0.27,0.42,0.13,0.51,0.86
Heiden,4151,0.17,0.25,0.37,0.21,0.5,0.8
Heiligenschwendi,709,0.18,0.22,0.36,0.24,0.49,0.88
Heimberg,6667,0.17,0.29,0.36,0.18,0.49,0.89
Heimenhausen,1105,0.17,0.28,0.38,0.17,0.51,0.92
Heimiswil,1607,0.21,0.22,0.37,0.2,0.51,0.96
Heitenried,1373,0.2,0.27,0.38,0.16,0.52,0.97
Hellikon,803,0.18,0.25,0.39,0.18,0.49,0.95
Hellsau,201,0.22,0.25,0.38,0.15,0.49,0.95
Hemberg,927,0.22,0.27,0.35,0.17,0.5,0.94
Hemishofen,460,0.16,0.23,0.42,0.18,0.51,0.82
Hemmiken,271,0.14,0.21,0.45,0.2,0.49,0.93
Hendschiken,1163,0.21,0.3,0.37,0.12,0.52,0.84
Henggart,2249,0.22,0.24,0.37,0.18,0.48,0.91
Henniez,339,0.22,0.27,0.35,0.16,0.52,0.74
Herbetswil,533,0.17,0.24,0.37,0.22,0.53,0.91
Herbligen,599,0.21,0.26,0.37,0.17,0.49,0.95
Herdern,1020,0.2,0.25,0.42,0.13,0.49,0.91
Hergiswil (NW),5644,0.13,0.25,0.4,0.22,0.53,0.8
Hergiswil bei Willisau,1886,0.22,0.29,0.33,0.16,0.51,0.93
Herisau,15718,0.17,0.3,0.35,0.18,0.5,0.79
Hermance,1013,0.23,0.22,0.37,0.17,0.49,0.71
Hermenches,381,0.22,0.22,0.37,0.18,0.51,0.88
Hermrigen,303,0.14,0.25,0.37,0.23,0.5,0.91
Herrliberg,6295,0.19,0.21,0.4,0.2,0.48,0.78
Hersberg,328,0.18,0.19,0.39,0.24,0.51,0.88
Herznach,1427,0.21,0.26,0.39,0.14,0.51,0.86
Herzogenbuchsee,6992,0.17,0.29,0.33,0.2,0.48,0.83
Hettlingen,3114,0.23,0.21,0.39,0.17,0.49,0.92
Hildisrieden,2137,0.2,0.25,0.38,0.18,0.51,0.92
Hilterfingen,4055,0.15,0.2,0.37,0.27,0.46,0.92
Himmelried,930,0.15,0.18,0.46,0.21,0.52,0.88
Hindelbank,2414,0.18,0.29,0.35,0.17,0.5,0.89
Hinterrhein,66,0.18,0.2,0.35,0.27,0.52,0.98
Hinwil,10847,0.18,0.27,0.36,0.19,0.49,0.83
Hirschthal,1570,0.18,0.28,0.39,0.15,0.49,0.9
Hirzel,2148,0.21,0.22,0.39,0.18,0.5,0.87
Hittnau,3614,0.21,0.25,0.42,0.13,0.5,0.92
Hitzkirch,5152,0.21,0.27,0.38,0.14,0.5,0.85
Hochdorf,9724,0.19,0.3,0.34,0.17,0.49,0.78
Hochfelden,1994,0.22,0.24,0.39,0.15,0.49,0.86
Hochwald,1293,0.18,0.21,0.43,0.18,0.49,0.9
Hofstetten (ZH),481,0.22,0.28,0.38,0.12,0.51,0.94
Hofstetten bei Brienz,542,0.14,0.22,0.4,0.24,0.53,0.92
Hofstetten-Flüh,3162,0.18,0.21,0.41,0.19,0.49,0.83
Hohenrain,2539,0.22,0.29,0.37,0.12,0.52,0.92
Hohentannen,616,0.22,0.28,0.38,0.12,0.53,0.89
Holderbank (AG),1148,0.17,0.32,0.36,0.15,0.52,0.7
Holderbank (SO),634,0.18,0.2,0.41,0.21,0.52,0.89
Holziken,1317,0.18,0.31,0.36,0.15,0.5,0.84
Homberg,500,0.26,0.22,0.36,0.17,0.48,0.99
Hombrechtikon,8483,0.19,0.24,0.37,0.19,0.49,0.8
Homburg,1512,0.21,0.24,0.37,0.18,0.49,0.93
Honau,380,0.21,0.26,0.43,0.09,0.51,0.94
Horgen,20206,0.19,0.27,0.35,0.19,0.49,0.69
Horn,2603,0.15,0.27,0.37,0.21,0.5,0.83
Hornussen,935,0.16,0.3,0.4,0.14,0.53,0.81
Horrenbach-Buchen,242,0.22,0.25,0.35,0.18,0.55,0.99
Horriwil,864,0.2,0.24,0.36,0.2,0.51,0.96
Horw,13785,0.17,0.26,0.36,0.22,0.49,0.83
Hospental,202,0.1,0.26,0.42,0.22,0.54,0.81
Hubersdorf,725,0.2,0.23,0.42,0.15,0.5,0.94
Humlikon,504,0.21,0.22,0.36,0.21,0.5,0.93
Hundwil,962,0.25,0.29,0.32,0.14,0.52,0.95
Hunzenschwil,3868,0.18,0.35,0.34,0.13,0.51,0.72
Huttwil,4739,0.18,0.26,0.35,0.21,0.5,0.89
Häfelfingen,272,0.19,0.23,0.44,0.14,0.51,0.9
Hägendorf,4866,0.19,0.27,0.36,0.18,0.5,0.78
Häggenschwil,1264,0.23,0.27,0.35,0.14,0.49,0.91
Hägglingen,2419,0.19,0.26,0.39,0.16,0.5,0.87
Härkingen,1533,0.18,0.32,0.37,0.13,0.52,0.83
Häutligen,249,0.16,0.25,0.43,0.16,0.48,0.98
Hérémence,1362,0.11,0.22,0.36,0.31,0.49,0.94
Höchstetten,270,0.17,0.26,0.39,0.19,0.5,0.96
Hölstein,2414,0.19,0.26,0.36,0.19,0.5,0.84
Höri,2645,0.19,0.29,0.38,0.15,0.52,0.68
Hünenberg,8848,0.21,0.25,0.39,0.16,0.51,0.83
Hüniken,94,0.21,0.14,0.43,0.22,0.52,0.99
Hüntwangen,1014,0.2,0.21,0.42,0.17,0.52,0.89
Hütten,898,0.2,0.26,0.38,0.17,0.5,0.93
Hüttikon,881,0.22,0.26,0.39,0.13,0.5,0.84
Hüttlingen,830,0.2,0.27,0.4,0.14,0.52,0.91
Hüttwilen,1669,0.22,0.23,0.39,0.16,0.5,0.91
Icogne,561,0.14,0.24,0.37,0.25,0.5,0.78
Iffwil,423,0.21,0.24,0.38,0.17,0.51,0.97
Ilanz/Glion,4693,0.17,0.25,0.37,0.21,0.48,0.85
Illgau,792,0.24,0.3,0.35,0.12,0.51,0.97
Illnau-Effretikon,16734,0.18,0.3,0.33,0.19,0.49,0.74
Inden,120,0.19,0.2,0.38,0.23,0.53,0.81
Ingenbohl,8693,0.16,0.26,0.35,0.22,0.48,0.8
Inkwil,624,0.13,0.23,0.42,0.22,0.5,0.94
Innerthal,193,0.19,0.24,0.36,0.21,0.49,0.96
Innertkirchen,1046,0.15,0.22,0.4,0.23,0.51,0.9
Ins,3444,0.21,0.25,0.35,0.18,0.49,0.82
Interlaken,5690,0.14,0.32,0.33,0.21,0.49,0.7
Inwil,2427,0.21,0.32,0.35,0.12,0.52,0.89
Ipsach,3971,0.18,0.22,0.37,0.23,0.5,0.89
Iragna,567,0.17,0.24,0.42,0.16,0.5,0.76
Iseltwald,427,0.17,0.19,0.38,0.25,0.49,0.89
Isenthal,512,0.21,0.29,0.35,0.16,0.53,0.99
Islisberg,629,0.21,0.26,0.41,0.12,0.51,0.87
Isone,385,0.14,0.2,0.39,0.27,0.52,0.92
Isérables,854,0.15,0.25,0.35,0.26,0.49,0.97
Itingen,2057,0.19,0.27,0.38,0.16,0.5,0.81
Ittigen,11388,0.16,0.28,0.34,0.22,0.49,0.77
Jaberg,252,0.16,0.25,0.46,0.13,0.47,0.97
Jaun,662,0.19,0.24,0.33,0.24,0.53,0.97
Jegenstorf,5609,0.19,0.24,0.36,0.22,0.49,0.91
Jenaz,1163,0.19,0.22,0.37,0.22,0.5,0.91
Jenins,912,0.19,0.27,0.39,0.15,0.49,0.89
Jens,674,0.17,0.2,0.43,0.2,0.51,0.95
Jonen,2018,0.21,0.24,0.43,0.12,0.5,0.87
Jongny,1494,0.2,0.23,0.36,0.21,0.5,0.74
Jonschwil,3767,0.23,0.27,0.37,0.13,0.51,0.87
Jorat-Menthue,1521,0.22,0.3,0.34,0.14,0.51,0.84
Jorat-Mézières,2758,0.22,0.28,0.35,0.14,0.49,0.84
Jouxtens-Mézery,1414,0.2,0.24,0.38,0.18,0.5,0.78
Juriens,301,0.15,0.28,0.36,0.21,0.47,0.94
Jussy,1271,0.22,0.24,0.35,0.19,0.49,0.8
Kaiseraugst,5565,0.18,0.27,0.37,0.17,0.51,0.71
Kaiserstuhl,396,0.12,0.27,0.44,0.16,0.55,0.68
Kaisten,2594,0.19,0.24,0.39,0.18,0.51,0.84
Kallern,330,0.2,0.25,0.41,0.14,0.51,0.94
Kallnach,1903,0.16,0.25,0.39,0.19,0.5,0.92
Kaltbrunn,4788,0.21,0.32,0.34,0.13,0.52,0.8
Kammersrohr,33,0.09,0.3,0.39,0.21,0.55,0.94
Kandergrund,783,0.17,0.26,0.36,0.21,0.52,0.93
Kandersteg,1314,0.14,0.27,0.34,0.26,0.49,0.79
Kappel (SO),3087,0.18,0.28,0.37,0.17,0.49,0.82
Kappel am Albis,1033,0.23,0.23,0.4,0.14,0.5,0.86
Kappelen,1350,0.2,0.24,0.41,0.15,0.51,0.93
Kaufdorf,1061,0.21,0.23,0.4,0.16,0.5,0.92
Kehrsatz,4226,0.2,0.27,0.32,0.21,0.49,0.77
Kemmental,2393,0.19,0.27,0.39,0.16,0.51,0.82
Kernenried,527,0.2,0.26,0.37,0.17,0.49,0.95
Kerns,6048,0.22,0.3,0.34,0.14,0.51,0.9
Kerzers,4848,0.2,0.31,0.36,0.14,0.49,0.75
Kesswil,1002,0.21,0.21,0.38,0.21,0.48,0.83
Kestenholz,1770,0.2,0.25,0.37,0.17,0.51,0.94
Kienberg,521,0.17,0.26,0.37,0.2,0.53,0.92
Kiesen,924,0.21,0.29,0.37,0.13,0.48,0.95
Kilchberg (BL),154,0.21,0.22,0.37,0.19,0.5,0.97
Kilchberg (ZH),8093,0.18,0.26,0.36,0.19,0.48,0.7
Killwangen,1960,0.18,0.26,0.41,0.15,0.51,0.73
Kippel,353,0.13,0.24,0.37,0.25,0.49,0.97
Kirchberg (BE),5817,0.18,0.26,0.37,0.2,0.49,0.86
Kirchberg (SG),8874,0.21,0.29,0.35,0.15,0.52,0.72
Kirchdorf (BE),956,0.18,0.28,0.37,0.17,0.51,0.95
Kirchenthurnen,279,0.15,0.26,0.36,0.23,0.47,0.97
Kirchleerau,843,0.18,0.28,0.37,0.16,0.5,0.9
Kirchlindach,2899,0.16,0.22,0.38,0.24,0.48,0.92
Kleinandelfingen,2081,0.2,0.25,0.39,0.16,0.5,0.87
Kleinbösingen,602,0.16,0.22,0.45,0.16,0.5,0.95
Kleinlützel,1258,0.17,0.21,0.4,0.22,0.48,0.91
Klingnau,3312,0.16,0.29,0.36,0.19,0.52,0.72
Klosters-Serneus,4536,0.15,0.25,0.35,0.25,0.5,0.8
Kloten,18451,0.17,0.32,0.35,0.17,0.51,0.68
Knonau,2097,0.21,0.25,0.39,0.15,0.51,0.84
Knutwil,2141,0.23,0.26,0.38,0.13,0.51,0.9
Koblenz,1628,0.18,0.28,0.38,0.16,0.53,0.58
Konolfingen,5222,0.17,0.28,0.35,0.21,0.49,0.9
Koppigen,2126,0.18,0.24,0.4,0.18,0.48,0.94
Kradolf-Schönenberg,3554,0.18,0.31,0.38,0.13,0.51,0.77
Krattigen,1101,0.16,0.21,0.36,0.27,0.49,0.93
Krauchthal,2335,0.17,0.26,0.39,0.18,0.51,0.95
Kreuzlingen,21536,0.16,0.31,0.36,0.18,0.5,0.46
Kriechenwil,422,0.15,0.2,0.34,0.32,0.5,0.94
Kriegstetten,1274,0.16,0.27,0.39,0.18,0.5,0.9
Kriens,27043,0.17,0.28,0.35,0.21,0.49,0.82
Känerkinden,520,0.18,0.2,0.41,0.22,0.51,0.92
Kölliken,4271,0.2,0.28,0.37,0.16,0.49,0.81
Köniz,40200,0.17,0.28,0.35,0.2,0.48,0.82
Küblis,858,0.19,0.27,0.36,0.19,0.48,0.82
Künten,1671,0.19,0.27,0.38,0.15,0.51,0.85
Küsnacht (ZH),13827,0.18,0.22,0.36,0.24,0.48,0.75
Küssnacht (SZ),12422,0.17,0.26,0.39,0.18,0.51,0.79
Küttigen,6029,0.18,0.25,0.38,0.2,0.49,0.85
L'Abbaye,1432,0.17,0.27,0.36,0.21,0.49,0.85
L'Abergement,251,0.24,0.2,0.39,0.18,0.51,0.93
L'Isle,1032,0.19,0.26,0.38,0.17,0.5,0.88
La Baroche,1184,0.2,0.22,0.35,0.23,0.5,0.93
La Brillaz,1898,0.25,0.26,0.37,0.12,0.51,0.89
La Brévine,642,0.19,0.22,0.35,0.24,0.51,0.93
La Chaux (Cossonay),421,0.24,0.26,0.36,0.14,0.5,0.86
La Chaux-de-Fonds,38945,0.19,0.3,0.33,0.18,0.48,0.69
La Chaux-des-Breuleux,97,0.16,0.26,0.36,0.22,0.53,0.91
La Chaux-du-Milieu,501,0.27,0.23,0.36,0.14,0.53,0.95
La Côte-aux-Fées,468,0.18,0.25,0.31,0.26,0.5,0.9
La Ferrière,543,0.19,0.29,0.38,0.15,0.52,0.93
La Folliaz,955,0.24,0.25,0.39,0.12,0.51,0.93
La Neuveville,3693,0.17,0.26,0.36,0.22,0.48,0.83
La Praz,160,0.18,0.31,0.38,0.14,0.51,0.89
La Punt-Chamues-ch,749,0.15,0.26,0.4,0.19,0.51,0.71
La Rippe,1142,0.23,0.24,0.4,0.12,0.49,0.73
La Roche,1613,0.21,0.28,0.36,0.15,0.5,0.83
La Sagne,962,0.2,0.23,0.34,0.22,0.49,0.93
La Sarraz,2564,0.21,0.31,0.35,0.13,0.49,0.72
La Sonnaz,1078,0.23,0.27,0.4,0.11,0.5,0.87
La Tour-de-Peilz,11419,0.19,0.26,0.34,0.22,0.47,0.71
La Tène,4926,0.2,0.24,0.37,0.19,0.49,0.74
La Verrerie,1155,0.24,0.25,0.38,0.12,0.49,0.86
Laax,1617,0.12,0.33,0.35,0.2,0.54,0.81
Lachen,8478,0.17,0.29,0.36,0.18,0.5,0.7
Laconnex,661,0.19,0.24,0.35,0.22,0.49,0.83
Lajoux (JU),660,0.19,0.26,0.37,0.18,0.49,0.92
Lalden,668,0.15,0.29,0.37,0.19,0.51,0.88
Lamone,1770,0.17,0.29,0.37,0.17,0.5,0.61
Lampenberg,491,0.18,0.19,0.4,0.22,0.5,0.95
Lancy,31348,0.21,0.29,0.33,0.16,0.48,0.63
Landiswil,625,0.18,0.24,0.37,0.2,0.49,0.98
Landquart,8822,0.17,0.29,0.37,0.17,0.5,0.8
Langenbruck,992,0.16,0.27,0.39,0.19,0.53,0.81
Langendorf,3749,0.16,0.25,0.36,0.23,0.48,0.86
Langenthal,15443,0.16,0.31,0.33,0.2,0.49,0.79
Langnau am Albis,7452,0.19,0.24,0.35,0.21,0.49,0.74
Langnau im Emmental,9154,0.18,0.27,0.34,0.2,0.48,0.93
Langrickenbach,1276,0.21,0.29,0.38,0.13,0.52,0.84
Lantsch/Lenz,526,0.13,0.27,0.35,0.25,0.52,0.83
Lauenen,836,0.19,0.27,0.34,0.2,0.48,0.88
Lauerz,1096,0.22,0.26,0.38,0.14,0.52,0.91
Laufen,5544,0.17,0.28,0.35,0.19,0.49,0.75
Laufen-Uhwiesen,1633,0.18,0.19,0.41,0.21,0.5,0.88
Laufenburg,3471,0.18,0.26,0.38,0.18,0.52,0.67
Laupen,3078,0.16,0.27,0.36,0.22,0.5,0.86
Laupersdorf,1734,0.21,0.25,0.37,0.17,0.51,0.9
Lauperswil,2663,0.18,0.25,0.37,0.19,0.51,0.96
Lausanne,135592,0.17,0.37,0.3,0.15,0.48,0.57
Lausen,5014,0.17,0.29,0.37,0.17,0.49,0.72
Lauterbrunnen,2450,0.13,0.25,0.39,0.22,0.49,0.74
Lauwil,327,0.19,0.19,0.4,0.22,0.49,0.94
Lavertezzo,1341,0.21,0.26,0.38,0.15,0.51,0.76
Lavey-Morcles,910,0.19,0.28,0.36,0.17,0.49,0.83
Lavigny,995,0.24,0.25,0.4,0.11,0.5,0.74
Lavizzara,539,0.14,0.23,0.35,0.28,0.52,0.94
Lax,286,0.16,0.25,0.37,0.22,0.51,0.88
Le Bémont (JU),316,0.2,0.27,0.35,0.18,0.49,0.98
Le Cerneux-Péquignot,325,0.22,0.27,0.34,0.17,0.52,0.96
Le Chenit,4644,0.18,0.27,0.32,0.22,0.5,0.72
Le Châtelard,377,0.24,0.28,0.33,0.16,0.51,0.95
Le Flon,1175,0.27,0.26,0.35,0.12,0.5,0.91
Le Grand-Saconnex,12102,0.23,0.28,0.34,0.15,0.48,0.56
Le Landeron,4501,0.2,0.25,0.36,0.2,0.49,0.81
Le Lieu,857,0.17,0.24,0.35,0.24,0.52,0.84
Le Locle,10441,0.19,0.27,0.34,0.2,0.5,0.7
Le Mont-sur-Lausanne,7278,0.21,0.3,0.32,0.17,0.49,0.75
Le Mouret,3073,0.2,0.25,0.39,0.16,0.51,0.87
Le Noirmont,1845,0.19,0.3,0.34,0.17,0.47,0.85
Le Pâquier (FR),1142,0.24,0.26,0.35,0.15,0.49,0.84
Le Vaud,1244,0.25,0.22,0.4,0.13,0.51,0.82
Leggia,138,0.17,0.23,0.41,0.19,0.49,0.9
Leibstadt,1274,0.18,0.27,0.37,0.19,0.52,0.71
Leimbach (AG),474,0.2,0.22,0.41,0.17,0.5,0.88
Leissigen,1020,0.18,0.22,0.38,0.22,0.5,0.91
Lengnau (AG),2667,0.22,0.24,0.38,0.16,0.5,0.85
Lengnau (BE),4954,0.17,0.25,0.36,0.22,0.49,0.78
Lengwil,1658,0.2,0.29,0.38,0.13,0.49,0.75
Lenk,2387,0.16,0.28,0.34,0.21,0.5,0.86
Lens,3986,0.14,0.23,0.35,0.28,0.5,0.69
Lenzburg,9160,0.16,0.34,0.32,0.17,0.5,0.72
Les Agettes,347,0.14,0.23,0.38,0.24,0.47,0.85
Les Bois,1195,0.22,0.27,0.35,0.16,0.51,0.91
Les Brenets,1045,0.17,0.23,0.37,0.23,0.5,0.86
Les Breuleux,1520,0.21,0.3,0.31,0.19,0.49,0.85
Les Clées,186,0.19,0.24,0.38,0.19,0.49,0.9
Les Enfers,148,0.2,0.3,0.39,0.11,0.51,0.97
Les Genevez (JU),513,0.18,0.24,0.33,0.26,0.5,0.94
Les Montets,1404,0.22,0.26,0.37,0.14,0.51,0.84
Les Planchettes,223,0.2,0.18,0.43,0.19,0.48,0.91
Les Ponts-de-Martel,1279,0.2,0.27,0.33,0.21,0.49,0.92
Les Verrières,699,0.22,0.23,0.34,0.21,0.5,0.91
Leuggern,2129,0.16,0.25,0.4,0.19,0.5,0.81
Leuk,3914,0.17,0.27,0.37,0.19,0.5,0.87
Leukerbad,1474,0.15,0.27,0.4,0.18,0.51,0.63
Leutwil,756,0.17,0.22,0.44,0.17,0.5,0.94
Leuzigen,1250,0.19,0.23,0.36,0.21,0.49,0.95
Leysin,4224,0.21,0.43,0.25,0.12,0.48,0.39
Leytron,3083,0.16,0.26,0.34,0.24,0.49,0.8
Lichtensteig,1911,0.16,0.29,0.37,0.18,0.51,0.82
Liddes,750,0.19,0.26,0.33,0.22,0.52,0.92
Liedertswil,160,0.19,0.17,0.41,0.23,0.53,0.96
Liesberg,1167,0.15,0.25,0.4,0.2,0.51,0.89
Liestal,14076,0.18,0.29,0.34,0.19,0.5,0.73
Ligerz,547,0.15,0.21,0.38,0.26,0.48,0.93
Lignerolle,390,0.2,0.3,0.36,0.14,0.54,0.87
Lignières,948,0.24,0.23,0.38,0.15,0.51,0.87
Lindau,5388,0.2,0.27,0.38,0.16,0.51,0.79
Linden,1277,0.19,0.23,0.39,0.19,0.5,0.96
Linescio,49,0.02,0.22,0.57,0.18,0.55,0.84
Locarno,15960,0.15,0.26,0.35,0.23,0.47,0.66
Lodrino,1770,0.19,0.24,0.36,0.2,0.51,0.7
Lohn (GR),43,0.12,0.28,0.37,0.23,0.44,0.98
Lohn (SH),757,0.21,0.26,0.4,0.14,0.49,0.9
Lohn-Ammannsegg,2705,0.16,0.25,0.38,0.21,0.49,0.91
Lohnstorf,235,0.22,0.17,0.43,0.17,0.45,0.95
Lommis,1226,0.2,0.27,0.41,0.12,0.5,0.87
Lommiswil,1479,0.18,0.21,0.41,0.21,0.5,0.94
Lonay,2534,0.2,0.25,0.35,0.2,0.48,0.77
Longirod,464,0.2,0.22,0.42,0.16,0.5,0.82
Losone,6517,0.16,0.24,0.37,0.22,0.5,0.78
Lostallo,765,0.17,0.22,0.4,0.21,0.52,0.82
Lostorf,3926,0.18,0.23,0.4,0.18,0.5,0.89
Lotzwil,2513,0.19,0.27,0.35,0.19,0.51,0.84
Lovatens,150,0.16,0.29,0.32,0.23,0.49,0.95
Loveresse,322,0.2,0.25,0.33,0.22,0.49,0.94
Lucens,3334,0.22,0.31,0.32,0.14,0.5,0.59
Lufingen,2072,0.22,0.25,0.42,0.11,0.52,0.82
Lugano,63563,0.16,0.26,0.36,0.22,0.48,0.62
Lugnez,183,0.17,0.26,0.4,0.17,0.52,0.93
Luins,632,0.22,0.27,0.4,0.11,0.51,0.64
Lully (FR),1124,0.25,0.3,0.34,0.11,0.48,0.84
Lully (VD),761,0.24,0.23,0.37,0.15,0.52,0.84
Lumino,1416,0.18,0.26,0.37,0.19,0.5,0.84
Lumnezia,2060,0.13,0.23,0.37,0.27,0.52,0.96
Lungern,2142,0.19,0.25,0.35,0.21,0.51,0.88
Lupfig,2296,0.17,0.26,0.39,0.19,0.5,0.83
Lupsingen,1415,0.21,0.19,0.38,0.22,0.48,0.91
Lussery-Villars,421,0.17,0.35,0.37,0.12,0.51,0.79
Lussy-sur-Morges,646,0.22,0.21,0.37,0.2,0.49,0.81
Luterbach,3436,0.17,0.25,0.37,0.2,0.49,0.84
Luthern,1289,0.22,0.24,0.35,0.19,0.52,0.95
Lutry,9739,0.17,0.23,0.37,0.23,0.48,0.73
Lutzenberg,1254,0.16,0.23,0.45,0.15,0.52,0.82
Luzein,1549,0.2,0.21,0.37,0.22,0.51,0.94
Luzern,81276,0.14,0.35,0.32,0.19,0.48,0.76
Lyss,14340,0.17,0.3,0.36,0.18,0.5,0.83
Lyssach,1422,0.15,0.29,0.35,0.2,0.51,0.92
Läufelfingen,1302,0.19,0.23,0.38,0.2,0.51,0.88
Löhningen,1387,0.21,0.24,0.37,0.18,0.5,0.88
Lüscherz,528,0.14,0.23,0.44,0.19,0.51,0.9
Lüsslingen-Nennigkofen,1057,0.19,0.24,0.38,0.19,0.5,0.86
Lüterkofen-Ichertswil,762,0.18,0.24,0.37,0.21,0.48,0.93
Lüterswil-Gächliwil,315,0.13,0.21,0.44,0.22,0.49,0.95
Lütisburg,1451,0.22,0.29,0.36,0.13,0.51,0.88
Lütschental,219,0.13,0.29,0.42,0.16,0.51,0.94
Lützelflüh,4080,0.19,0.24,0.38,0.2,0.49,0.94
Madiswil,3217,0.18,0.25,0.36,0.21,0.49,0.95
Madulain,229,0.17,0.28,0.38,0.16,0.5,0.7
Magden,3948,0.2,0.23,0.39,0.18,0.5,0.85
Maggia,2579,0.18,0.25,0.37,0.21,0.49,0.89
Magliaso,1494,0.16,0.21,0.39,0.24,0.48,0.77
Maienfeld,2767,0.17,0.27,0.37,0.19,0.49,0.89
Maisprach,943,0.15,0.25,0.44,0.16,0.49,0.87
Maladers,506,0.15,0.26,0.39,0.2,0.51,0.92
Malans,2323,0.2,0.24,0.39,0.18,0.5,0.91
Malters,6988,0.19,0.29,0.37,0.14,0.5,0.88
Mammern,626,0.19,0.25,0.4,0.16,0.51,0.73
Mandach,317,0.21,0.26,0.37,0.16,0.53,0.96
Manno,1298,0.18,0.25,0.37,0.2,0.5,0.82
Maracon,444,0.23,0.23,0.4,0.14,0.48,0.89
Marbach (SG),2137,0.21,0.27,0.38,0.14,0.5,0.81
Marchissy,454,0.22,0.25,0.4,0.13,0.51,0.84
Marly,8083,0.19,0.28,0.35,0.19,0.48,0.72
Maroggia,630,0.16,0.22,0.37,0.24,0.5,0.65
Marsens,1809,0.26,0.27,0.36,0.11,0.5,0.84
Marthalen,1956,0.18,0.29,0.36,0.17,0.5,0.89
Martigny,17646,0.18,0.32,0.33,0.17,0.49,0.69
Martigny-Combe,2317,0.18,0.28,0.37,0.17,0.5,0.87
Maschwanden,641,0.2,0.28,0.36,0.16,0.52,0.88
Masein,475,0.23,0.29,0.36,0.12,0.5,0.97
Massagno,6204,0.16,0.28,0.35,0.21,0.47,0.58
Massongex,1787,0.21,0.31,0.36,0.12,0.48,0.82
Massonnens,516,0.22,0.31,0.34,0.13,0.52,0.84
Mathod,582,0.22,0.32,0.34,0.12,0.52,0.88
Mathon,52,0.1,0.33,0.42,0.15,0.58,0.88
Matran,1539,0.21,0.28,0.37,0.14,0.49,0.83
Matten bei Interlaken,3913,0.15,0.29,0.36,0.2,0.48,0.82
Mattstetten,561,0.16,0.23,0.37,0.24,0.51,0.97
Matzendorf,1292,0.17,0.26,0.39,0.18,0.5,0.92
Matzingen,2630,0.2,0.32,0.36,0.13,0.51,0.75
Mauborget,119,0.17,0.16,0.42,0.25,0.58,0.8
Mauensee,1326,0.19,0.31,0.39,0.12,0.5,0.91
Maur,9889,0.19,0.22,0.39,0.2,0.49,0.8
Mauraz,49,0.22,0.22,0.41,0.14,0.41,1.0
Medel (Lucmagn),389,0.11,0.22,0.39,0.27,0.49,0.98
Meggen,6849,0.16,0.21,0.39,0.24,0.49,0.85
Meienried,52,0.06,0.27,0.5,0.17,0.56,0.96
Meierskappel,1352,0.22,0.25,0.38,0.15,0.51,0.85
Meikirch,2386,0.15,0.24,0.37,0.23,0.48,0.94
Meilen,13528,0.19,0.22,0.38,0.21,0.48,0.78
Meinier,2140,0.22,0.25,0.35,0.19,0.48,0.78
Meinisberg,1328,0.2,0.21,0.39,0.21,0.5,0.89
Meiringen,4736,0.17,0.26,0.37,0.2,0.49,0.83
Meisterschwanden,2818,0.16,0.25,0.42,0.17,0.52,0.84
Melano,1461,0.18,0.27,0.39,0.16,0.51,0.7
Melchnau,1556,0.18,0.24,0.35,0.22,0.51,0.85
Melide,1798,0.15,0.24,0.38,0.23,0.49,0.63
Mellikon,262,0.2,0.23,0.4,0.17,0.51,0.85
Mellingen,5343,0.19,0.32,0.35,0.14,0.51,0.68
