commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Vaux-sur-Morges,203,0.23,0.24,0.36,0.17,0.5,0.85
Vaz/Obervaz,2718,0.15,0.28,0.35,0.21,0.5,0.78
Vechigen,5252,0.18,0.23,0.39,0.21,0.49,0.92
Vellerat,71,0.15,0.21,0.45,0.18,0.46,0.92
Veltheim (AG),1440,0.18,0.27,0.41,0.15,0.5,0.82
Vendlincourt,560,0.19,0.22,0.36,0.22,0.51,0.92
Venthône,1212,0.16,0.25,0.33,0.26,0.5,0.86
Verdabbio,163,0.18,0.2,0.39,0.23,0.51,0.82
Vernate,580,0.19,0.22,0.42,0.17,0.49,0.81
Vernay,1119,0.21,0.3,0.36,0.13,0.5,0.91
Vernayaz,1885,0.2,0.28,0.35,0.17,0.5,0.73
Vernier,34650,0.2,0.31,0.34,0.15,0.5,0.55
Versoix,13262,0.24,0.28,0.33,0.15,0.48,0.57
Vevey,19450,0.18,0.34,0.33,0.15,0.48,0.56
Vex,1801,0.19,0.25,0.37,0.19,0.5,0.85
Veyras,1816,0.2,0.25,0.33,0.22,0.5,0.83
Veyrier,11270,0.22,0.25,0.35,0.18,0.49,0.72
Veysonnaz,606,0.16,0.27,0.36,0.21,0.5,0.82
Veytaux,865,0.13,0.28,0.39,0.21,0.48,0.69
Vezia,2000,0.19,0.24,0.38,0.19,0.48,0.75
Vich,896,0.21,0.28,0.38,0.12,0.51,0.69
Vico Morcote,376,0.2,0.18,0.4,0.22,0.51,0.54
Villarepos,611,0.22,0.24,0.39,0.15,0.52,0.88
Villars-Epeney,90,0.16,0.29,0.47,0.09,0.53,0.93
Villars-Sainte-Croix,710,0.18,0.22,0.41,0.18,0.48,0.75
Villars-le-Comte,150,0.19,0.21,0.41,0.18,0.5,0.93
Villars-le-Terroir,1034,0.23,0.31,0.31,0.15,0.52,0.89
Villars-sous-Yens,566,0.2,0.27,0.4,0.13,0.49,0.85
Villars-sur-Glâne,12142,0.21,0.3,0.34,0.15,0.49,0.67
Villarsel-sur-Marly,86,0.16,0.36,0.42,0.06,0.53,0.76
Villarzel,415,0.19,0.23,0.39,0.2,0.5,0.88
Villaz-Saint-Pierre,1231,0.22,0.32,0.32,0.14,0.52,0.82
Villeneuve (FR),374,0.2,0.24,0.42,0.14,0.54,0.82
Villeneuve (VD),5508,0.2,0.29,0.34,0.17,0.49,0.6
Villeret,927,0.2,0.23,0.37,0.2,0.49,0.86
Villigen,2029,0.17,0.27,0.39,0.16,0.52,0.72
Villmergen,7021,0.19,0.32,0.36,0.13,0.51,0.7
Villnachern,1573,0.2,0.24,0.37,0.19,0.51,0.84
Villorsonnens,1304,0.22,0.25,0.37,0.15,0.5,0.92
Vilters-Wangs,4649,0.21,0.26,0.36,0.17,0.49,0.86
Vinelz,860,0.18,0.2,0.39,0.23,0.49,0.89
Vinzel,349,0.22,0.27,0.4,0.11,0.5,0.83
Vionnaz,2530,0.19,0.26,0.37,0.17,0.51,0.82
Visp,7665,0.17,0.31,0.34,0.18,0.5,0.78
Visperterminen,1380,0.17,0.21,0.38,0.23,0.49,0.97
Vitznau,1320,0.13,0.25,0.4,0.21,0.53,0.75
Vogorno,279,0.11,0.27,0.36,0.27,0.51,0.92
Volken,339,0.24,0.23,0.4,0.13,0.52,0.9
Volketswil,18536,0.2,0.28,0.36,0.15,0.5,0.75
Vollèges,1891,0.23,0.28,0.32,0.16,0.5,0.87
Vordemwald,1908,0.19,0.24,0.37,0.2,0.49,0.94
Vorderthal,1014,0.16,0.27,0.4,0.17,0.55,0.91
Vouvry,3968,0.21,0.28,0.36,0.16,0.5,0.73
Vuadens,2282,0.23,0.29,0.35,0.13,0.5,0.84
Vuarrens,935,0.28,0.28,0.33,0.11,0.51,0.86
Vucherens,543,0.19,0.27,0.37,0.17,0.5,0.87
Vufflens-la-Ville,1216,0.21,0.23,0.38,0.17,0.5,0.84
Vufflens-le-Château,820,0.24,0.21,0.39,0.16,0.5,0.81
Vugelles-La Mothe,136,0.26,0.21,0.42,0.11,0.47,0.85
Vuissens,245,0.27,0.34,0.24,0.16,0.54,0.81
Vuisternens-devant-Romont,2251,0.24,0.29,0.32,0.15,0.5,0.92
Vuiteboeuf,545,0.24,0.32,0.34,0.1,0.51,0.79
Vulliens,461,0.2,0.3,0.35,0.15,0.5,0.88
Vullierens,457,0.17,0.27,0.39,0.17,0.51,0.82
Vully-les-Lacs,2828,0.18,0.27,0.36,0.19,0.5,0.86
Vérossaz,712,0.23,0.29,0.31,0.16,0.5,0.93
Vétroz,5888,0.21,0.3,0.36,0.13,0.49,0.74
Wachseldorn,235,0.2,0.25,0.29,0.25,0.5,0.96
Wagenhausen,1674,0.19,0.26,0.38,0.18,0.49,0.8
Wahlen,1410,0.18,0.27,0.4,0.16,0.51,0.89
Walchwil,3583,0.18,0.22,0.42,0.19,0.52,0.67
Wald (AR),844,0.19,0.25,0.36,0.19,0.51,0.92
Wald (BE),1181,0.18,0.23,0.37,0.22,0.49,0.94
Wald (ZH),9445,0.18,0.27,0.37,0.17,0.5,0.74
Waldenburg,1156,0.15,0.27,0.42,0.16,0.5,0.71
Waldkirch,3518,0.24,0.26,0.35,0.14,0.51,0.92
Waldstatt,1783,0.22,0.26,0.35,0.18,0.51,0.87
Walenstadt,5519,0.19,0.27,0.35,0.19,0.49,0.81
Walkringen,1771,0.17,0.24,0.37,0.21,0.5,0.95
Wallbach,1900,0.17,0.22,0.43,0.18,0.5,0.87
Wallenried,447,0.23,0.25,0.37,0.15,0.5,0.89
Wallisellen,15657,0.18,0.33,0.33,0.16,0.5,0.69
Walliswil bei Niederbipp,224,0.12,0.24,0.42,0.21,0.49,0.91
Walliswil bei Wangen,578,0.14,0.23,0.42,0.21,0.49,0.96
Walperswil,999,0.19,0.22,0.41,0.18,0.51,0.93
Waltalingen,678,0.18,0.24,0.43,0.15,0.5,0.92
Waltensburg/Vuorz,337,0.12,0.28,0.35,0.25,0.51,0.93
Waltenschwil,2762,0.2,0.26,0.4,0.14,0.5,0.87
Walterswil (BE),523,0.21,0.21,0.38,0.2,0.5,0.99
Walterswil (SO),692,0.17,0.21,0.44,0.18,0.51,0.92
Walzenhausen,2053,0.16,0.25,0.41,0.17,0.52,0.78
Wangen (SZ),4884,0.17,0.28,0.39,0.16,0.5,0.85
Wangen an der Aare,2273,0.18,0.28,0.35,0.19,0.49,0.86
Wangen bei Olten,5086,0.17,0.29,0.36,0.18,0.49,0.78
Wangen-Brüttisellen,7727,0.19,0.3,0.38,0.13,0.51,0.73
Wangenried,431,0.19,0.23,0.36,0.22,0.49,0.95
Wartau,5231,0.2,0.28,0.36,0.16,0.51,0.71
Warth-Weiningen,1242,0.17,0.2,0.43,0.19,0.51,0.9
Wassen,428,0.17,0.21,0.37,0.25,0.52,0.84
Wasterkingen,573,0.18,0.2,0.46,0.16,0.5,0.89
Wattenwil,2865,0.2,0.24,0.37,0.18,0.48,0.96
Wattwil,8581,0.18,0.28,0.33,0.21,0.49,0.76
Wauwil,1977,0.19,0.3,0.37,0.15,0.5,0.76
Weesen,1595,0.18,0.22,0.38,0.22,0.48,0.86
Wegenstetten,1078,0.19,0.23,0.38,0.21,0.51,0.9
Weggis,4329,0.14,0.24,0.38,0.24,0.49,0.77
Weiach,1378,0.17,0.28,0.41,0.13,0.51,0.8
Weinfelden,11182,0.17,0.32,0.33,0.19,0.51,0.78
Weiningen (ZH),4512,0.18,0.29,0.38,0.15,0.52,0.73
Weisslingen,3261,0.2,0.21,0.4,0.18,0.5,0.9
Welschenrohr,1124,0.18,0.23,0.37,0.22,0.52,0.88
Wengi,609,0.19,0.21,0.43,0.17,0.53,0.91
Wenslingen,730,0.19,0.17,0.41,0.23,0.5,0.94
Werthenstein,2044,0.21,0.29,0.34,0.16,0.51,0.86
Wettingen,20293,0.16,0.29,0.35,0.2,0.49,0.73
Wettswil am Albis,4920,0.21,0.23,0.36,0.2,0.49,0.85
Wetzikon (ZH),24406,0.18,0.33,0.33,0.16,0.5,0.75
Wichtrach,4115,0.19,0.26,0.38,0.18,0.5,0.94
Widen,3571,0.17,0.23,0.37,0.23,0.49,0.86
Widnau,9329,0.19,0.3,0.36,0.15,0.51,0.72
Wiedlisbach,2270,0.16,0.28,0.37,0.18,0.49,0.85
Wiesendangen,6226,0.19,0.24,0.37,0.19,0.49,0.92
Wiggiswil,98,0.2,0.17,0.49,0.13,0.48,0.9
Wigoltingen,2374,0.2,0.26,0.4,0.14,0.51,0.84
Wikon,1477,0.2,0.26,0.37,0.18,0.5,0.85
Wil (SG),23664,0.18,0.31,0.33,0.18,0.49,0.72
Wil (ZH),1381,0.18,0.23,0.4,0.19,0.51,0.89
Wila,1931,0.18,0.25,0.4,0.18,0.51,0.87
Wilchingen,1711,0.18,0.23,0.4,0.19,0.5,0.86
Wildberg,1006,0.2,0.23,0.4,0.17,0.5,0.92
Wilderswil,2614,0.18,0.28,0.37,0.18,0.49,0.87
Wildhaus-Alt St. Johann,2667,0.19,0.24,0.34,0.22,0.51,0.88
Wilen (TG),2465,0.23,0.27,0.37,0.13,0.51,0.88
Wiler (Lötschen),576,0.22,0.21,0.38,0.19,0.48,0.94
Wiler bei Utzenstorf,881,0.18,0.25,0.38,0.19,0.51,0.95
Wileroltigen,384,0.2,0.24,0.43,0.13,0.49,0.88
Wiliberg,167,0.19,0.19,0.49,0.13,0.54,0.97
Willadingen,203,0.17,0.18,0.4,0.25,0.51,1.0
Willisau,7675,0.19,0.29,0.34,0.18,0.5,0.9
Wimmis,2418,0.19,0.25,0.38,0.19,0.51,0.92
Windisch,7358,0.19,0.32,0.32,0.17,0.5,0.71
Winkel,4246,0.17,0.24,0.41,0.18,0.5,0.85
Wintersingen,613,0.14,0.23,0.43,0.2,0.5,0.92
Winterthur,108257,0.18,0.34,0.32,0.16,0.49,0.76
Winznau,1820,0.16,0.24,0.39,0.21,0.5,0.84
Wisen (SO),404,0.18,0.18,0.47,0.17,0.5,0.92
Wislikofen,356,0.17,0.26,0.39,0.19,0.5,0.88
Wittenbach,9651,0.18,0.27,0.34,0.21,0.49,0.75
Witterswil,1494,0.18,0.23,0.39,0.2,0.5,0.82
Wittinsburg,429,0.24,0.19,0.4,0.17,0.49,0.95
Wittnau,1216,0.19,0.26,0.4,0.14,0.51,0.88
Wohlen (AG),15600,0.18,0.28,0.36,0.18,0.51,0.62
Wohlen bei Bern,8986,0.17,0.2,0.38,0.26,0.48,0.9
Wohlenschwil,1510,0.2,0.27,0.38,0.15,0.49,0.83
Wolfenschiessen,2145,0.22,0.29,0.34,0.15,0.52,0.89
Wolfhalden,1775,0.18,0.24,0.41,0.18,0.51,0.84
Wolfisberg,187,0.16,0.24,0.42,0.18,0.51,0.93
Wolfwil,2081,0.18,0.25,0.38,0.19,0.49,0.91
Wolhusen,4316,0.21,0.3,0.34,0.16,0.51,0.83
Wollerau,7047,0.15,0.22,0.44,0.18,0.53,0.78
Worb,11444,0.17,0.25,0.36,0.22,0.48,0.84
Worben,2273,0.17,0.23,0.39,0.21,0.49,0.89
Wuppenau,1121,0.24,0.25,0.36,0.15,0.5,0.93
Wynau,1619,0.17,0.28,0.36,0.19,0.51,0.78
Wynigen,2010,0.18,0.24,0.37,0.2,0.5,0.97
Wyssachen,1169,0.19,0.24,0.38,0.19,0.51,0.94
Wädenswil,21616,0.18,0.27,0.36,0.19,0.49,0.77
Wäldi,1036,0.18,0.25,0.4,0.16,0.52,0.83
Wängi,4579,0.21,0.27,0.37,0.16,0.51,0.85
Wölflinswil,1005,0.21,0.26,0.36,0.17,0.52,0.92
Wünnewil-Flamatt,5454,0.19,0.29,0.37,0.16,0.5,0.81
Würenlingen,4577,0.2,0.29,0.36,0.15,0.5,0.74
Würenlos,6200,0.21,0.24,0.39,0.17,0.5,0.83
Yens,1404,0.22,0.26,0.36,0.16,0.5,0.74
Yverdon-les-Bains,29690,0.2,0.32,0.31,0.17,0.49,0.62
Yvonand,3155,0.21,0.29,0.34,0.17,0.49,0.85
Yvorne,1027,0.17,0.27,0.38,0.18,0.48,0.85
Zeglingen,481,0.2,0.23,0.37,0.19,0.51,0.94
Zeihen,1102,0.18,0.27,0.4,0.15,0.51,0.85
Zeiningen,2277,0.18,0.23,0.41,0.17,0.49,0.85
Zell (LU),1997,0.21,0.29,0.34,0.16,0.51,0.88
Zell (ZH),5700,0.19,0.27,0.37,0.18,0.5,0.79
Zeneggen,288,0.18,0.2,0.39,0.23,0.53,0.92
Zermatt,5758,0.15,0.34,0.38,0.13,0.51,0.6
Zernez,1569,0.18,0.25,0.35,0.22,0.51,0.81
Zetzwil,1320,0.17,0.26,0.37,0.2,0.51,0.88
Ziefen,1542,0.21,0.25,0.37,0.17,0.49,0.9
Zielebach,325,0.15,0.22,0.42,0.22,0.48,0.95
Zihlschlacht-Sitterdorf,2254,0.21,0.28,0.36,0.14,0.52,0.88
Zillis-Reischen,403,0.18,0.23,0.39,0.2,0.53,0.84
Zizers,3361,0.19,0.27,0.36,0.18,0.5,0.86
Zofingen,11485,0.16,0.32,0.33,0.19,0.49,0.81
Zollikofen,10210,0.17,0.27,0.34,0.21,0.49,0.79
Zollikon,12749,0.18,0.22,0.36,0.24,0.48,0.76
Zuchwil,8743,0.16,0.32,0.34,0.18,0.5,0.58
Zufikon,4379,0.18,0.26,0.38,0.18,0.49,0.8
Zug,29253,0.16,0.29,0.36,0.18,0.5,0.67
Zullwil,638,0.23,0.22,0.37,0.18,0.51,0.89
Zumholz,397,0.16,0.26,0.44,0.13,0.52,0.97
Zumikon,5172,0.19,0.18,0.37,0.26,0.47,0.77
Zunzgen,2507,0.15,0.26,0.37,0.22,0.5,0.82
Zuoz,1249,0.21,0.26,0.35,0.18,0.52,0.63
Zuzgen,859,0.19,0.21,0.44,0.17,0.49,0.89
Zuzwil (BE),570,0.2,0.22,0.36,0.22,0.49,0.97
Zuzwil (SG),4812,0.2,0.27,0.38,0.15,0.5,0.88
Zweisimmen,2986,0.15,0.24,0.36,0.25,0.5,0.88
Zwieselberg,306,0.27,0.2,0.36,0.17,0.51,0.98
Zwingen,2261,0.17,0.3,0.38,0.15,0.51,0.77
Zwischbergen,84,0.1,0.33,0.38,0.19,0.61,0.76
Zäziwil,1642,0.19,0.27,0.36,0.19,0.51,0.92
Zürich,396836,0.15,0.37,0.32,0.16,0.5,0.68
