commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Mathod,548,0.24,0.3,0.33,0.13,0.5,0.88
Mathon,50,0.14,0.32,0.38,0.16,0.54,0.94
Matran,1568,0.22,0.29,0.36,0.14,0.49,0.83
Matten bei Interlaken,3727,0.15,0.27,0.38,0.2,0.48,0.84
Mattstetten,580,0.16,0.22,0.39,0.23,0.52,0.96
Matzendorf,1298,0.17,0.28,0.39,0.16,0.5,0.94
Matzingen,2568,0.2,0.3,0.37,0.13,0.51,0.78
Mauborget,110,0.17,0.21,0.34,0.28,0.55,0.81
Mauensee,1156,0.19,0.27,0.43,0.11,0.49,0.92
Maur,9727,0.19,0.23,0.39,0.2,0.49,0.81
Mauraz,52,0.21,0.21,0.42,0.15,0.44,1.0
Medel (Lucmagn),408,0.14,0.2,0.39,0.27,0.49,0.99
Meggen,6762,0.16,0.21,0.39,0.23,0.49,0.86
Meienried,53,0.0,0.36,0.45,0.19,0.51,0.96
Meierskappel,1374,0.23,0.27,0.37,0.13,0.51,0.88
Meikirch,2429,0.15,0.24,0.39,0.22,0.48,0.93
Meilen,13080,0.18,0.23,0.38,0.21,0.48,0.79
Meinier,2066,0.21,0.26,0.34,0.18,0.49,0.78
Meinisberg,1318,0.2,0.22,0.37,0.2,0.51,0.89
Meiringen,4675,0.16,0.27,0.37,0.2,0.49,0.84
Meisterschwanden,2712,0.17,0.24,0.43,0.16,0.51,0.84
Melano,1418,0.18,0.28,0.38,0.16,0.51,0.73
Melchnau,1525,0.19,0.25,0.35,0.21,0.5,0.86
Melide,1739,0.15,0.25,0.39,0.21,0.47,0.66
Mellikon,249,0.2,0.25,0.37,0.18,0.51,0.88
Mellingen,4887,0.18,0.31,0.36,0.14,0.51,0.69
Mels,8578,0.2,0.3,0.34,0.16,0.51,0.84
Meltingen,639,0.18,0.22,0.4,0.2,0.51,0.95
Mendrisio,14785,0.16,0.26,0.36,0.22,0.48,0.78
Menziken,5696,0.19,0.28,0.35,0.18,0.5,0.64
Menzingen,4329,0.19,0.25,0.38,0.19,0.5,0.82
Menznau,2892,0.23,0.29,0.34,0.15,0.52,0.91
Merenschwand,3412,0.22,0.28,0.37,0.12,0.52,0.82
Mergoscia,222,0.17,0.15,0.45,0.24,0.5,0.89
Merishausen,828,0.23,0.24,0.37,0.16,0.52,0.88
Mervelier,529,0.17,0.26,0.36,0.21,0.49,0.96
Merzligen,390,0.17,0.16,0.37,0.3,0.49,0.97
Mesocco,1297,0.14,0.21,0.39,0.25,0.52,0.82
Messen,1411,0.2,0.23,0.39,0.18,0.52,0.96
Mettauertal,1911,0.17,0.24,0.41,0.19,0.5,0.89
Mettembert,112,0.22,0.29,0.39,0.09,0.51,0.89
Mettmenstetten,4421,0.2,0.26,0.39,0.15,0.5,0.86
Metzerlen-Mariastein,919,0.15,0.2,0.44,0.2,0.51,0.91
Mex (VD),651,0.17,0.31,0.35,0.17,0.5,0.76
Meyriez,584,0.18,0.21,0.4,0.21,0.48,0.91
Meyrin,21864,0.19,0.3,0.33,0.17,0.5,0.55
Mezzovico-Vira,1308,0.21,0.24,0.4,0.16,0.5,0.84
Mies,1928,0.25,0.21,0.39,0.15,0.5,0.6
Miglieglia,289,0.22,0.22,0.36,0.19,0.48,0.86
Milvignes,8973,0.2,0.26,0.34,0.2,0.48,0.81
Minusio,7250,0.15,0.21,0.37,0.27,0.46,0.77
Mirchel,601,0.24,0.24,0.35,0.16,0.52,0.98
Misery-Courtion,1676,0.23,0.3,0.35,0.13,0.51,0.8
Missy,319,0.19,0.27,0.36,0.18,0.49,0.9
Miège,1369,0.24,0.29,0.33,0.15,0.48,0.85
Moiry,260,0.21,0.27,0.37,0.15,0.48,0.9
Moleno,115,0.16,0.27,0.41,0.17,0.49,0.85
Mollens (VD),291,0.21,0.31,0.32,0.16,0.52,0.86
Mollens (VS),933,0.18,0.22,0.36,0.23,0.5,0.73
Molondin,213,0.18,0.26,0.35,0.21,0.49,0.85
Mont-Noble,960,0.12,0.18,0.39,0.31,0.47,0.9
Mont-Tramelan,113,0.23,0.27,0.28,0.21,0.46,0.98
Mont-la-Ville,349,0.21,0.16,0.41,0.22,0.49,0.9
Mont-sur-Rolle,2581,0.24,0.25,0.38,0.13,0.49,0.71
Montagny (FR),2204,0.22,0.28,0.35,0.15,0.49,0.9
Montagny-près-Yverdon,704,0.21,0.29,0.35,0.15,0.51,0.85
Montalchez,252,0.3,0.27,0.3,0.13,0.5,0.94
Montana,2397,0.14,0.23,0.36,0.27,0.48,0.7
Montanaire,2399,0.22,0.28,0.35,0.15,0.5,0.88
Montcherand,471,0.23,0.27,0.37,0.13,0.5,0.92
Monte Carasso,2802,0.19,0.3,0.36,0.15,0.5,0.78
Monteceneri,4528,0.17,0.28,0.4,0.15,0.53,0.76
Monteggio,892,0.15,0.21,0.39,0.26,0.49,0.79
Montet (Glâne),399,0.25,0.23,0.43,0.1,0.51,0.85
Montfaucon,571,0.2,0.26,0.35,0.2,0.52,0.97
Montherod,504,0.22,0.28,0.4,0.1,0.51,0.73
Monthey,17110,0.18,0.3,0.34,0.17,0.49,0.69
Montilliez,1595,0.25,0.27,0.36,0.11,0.5,0.88
Montpreveyres,539,0.26,0.29,0.33,0.12,0.5,0.77
Montreux,25960,0.15,0.34,0.32,0.19,0.47,0.53
Montricher,893,0.22,0.28,0.35,0.16,0.49,0.86
Moosleerau,913,0.2,0.28,0.37,0.14,0.52,0.86
Moosseedorf,3763,0.18,0.3,0.37,0.16,0.49,0.81
Morbio Inferiore,4630,0.17,0.24,0.39,0.2,0.48,0.76
Morcote,707,0.1,0.21,0.4,0.28,0.5,0.6
Morens (FR),142,0.24,0.19,0.39,0.18,0.53,0.88
Morges,15248,0.16,0.31,0.33,0.2,0.48,0.65
Morlon,571,0.23,0.26,0.35,0.17,0.5,0.9
Morrens (VD),991,0.2,0.24,0.37,0.19,0.48,0.87
Morschach,1105,0.22,0.28,0.37,0.13,0.52,0.82
Mosnang,2828,0.24,0.26,0.35,0.15,0.51,0.96
Mosogno,51,0.14,0.1,0.49,0.27,0.55,0.9
Moudon,5667,0.22,0.32,0.33,0.13,0.5,0.55
Moutier,7607,0.18,0.27,0.34,0.21,0.49,0.74
Movelier,376,0.14,0.2,0.42,0.25,0.51,0.91
Muhen,3749,0.18,0.27,0.38,0.16,0.5,0.87
Mulegns,28,0.07,0.11,0.36,0.46,0.5,1.0
Mumpf,1335,0.17,0.26,0.42,0.15,0.51,0.72
Mundaun,307,0.16,0.26,0.36,0.21,0.52,0.89
Muntelier,941,0.17,0.19,0.45,0.19,0.49,0.9
Muolen,1167,0.23,0.28,0.35,0.14,0.5,0.94
Muotathal,3482,0.22,0.28,0.34,0.16,0.53,0.95
Muralto,2807,0.12,0.22,0.34,0.32,0.47,0.71
Murgenthal,2861,0.18,0.27,0.38,0.16,0.51,0.83
Muri (AG),7328,0.2,0.29,0.35,0.16,0.5,0.78
Muri bei Bern,12898,0.16,0.21,0.37,0.26,0.48,0.85
Muriaux,472,0.19,0.25,0.36,0.2,0.52,0.93
Murist,612,0.23,0.28,0.35,0.14,0.5,0.92
Murten,6489,0.19,0.26,0.36,0.19,0.48,0.79
Mutrux,139,0.24,0.25,0.31,0.2,0.52,0.97
Mutten,75,0.2,0.24,0.33,0.23,0.53,0.99
Muttenz,17367,0.16,0.25,0.36,0.23,0.48,0.81
Muzzano,843,0.18,0.25,0.38,0.19,0.47,0.79
Mägenwil,2059,0.23,0.29,0.36,0.12,0.51,0.81
Männedorf,10488,0.2,0.22,0.38,0.2,0.48,0.81
Märstetten,2734,0.21,0.29,0.38,0.12,0.5,0.88
Ménières,353,0.26,0.29,0.31,0.14,0.52,0.85
Mézières (FR),1011,0.22,0.27,0.37,0.14,0.5,0.89
Mézières (VD),1170,0.2,0.26,0.36,0.17,0.47,0.86
Möhlin,10574,0.2,0.29,0.36,0.16,0.5,0.77
Mönchaltorf,3472,0.19,0.23,0.39,0.19,0.49,0.86
Mönthal,389,0.11,0.25,0.46,0.19,0.51,0.9
Mörel-Filet,703,0.15,0.28,0.33,0.24,0.5,0.85
Mörigen,867,0.16,0.18,0.41,0.25,0.48,0.95
Möriken-Wildegg,4268,0.2,0.27,0.37,0.17,0.5,0.81
Mörschwil,3585,0.21,0.24,0.38,0.16,0.5,0.91
Mötschwil,131,0.21,0.24,0.36,0.2,0.5,0.92
Mühlau,1008,0.2,0.28,0.42,0.11,0.51,0.87
Mühleberg,2745,0.16,0.25,0.4,0.2,0.5,0.92
Mühledorf (BE),253,0.26,0.27,0.33,0.14,0.49,0.96
Mühlethurnen,1390,0.18,0.24,0.39,0.19,0.49,0.95
Müllheim,2811,0.2,0.27,0.39,0.14,0.5,0.85
Mülligen,1018,0.17,0.32,0.39,0.12,0.51,0.86
Mümliswil-Ramiswil,2486,0.19,0.26,0.36,0.19,0.51,0.91
Münchenbuchsee,9852,0.18,0.28,0.36,0.18,0.49,0.85
Münchenstein,11686,0.17,0.25,0.36,0.22,0.49,0.77
Münchenwiler,475,0.19,0.25,0.41,0.15,0.51,0.87
Münchwilen (AG),892,0.16,0.3,0.37,0.17,0.51,0.79
Münchwilen (TG),5086,0.2,0.29,0.36,0.14,0.5,0.79
Münsingen,11651,0.18,0.24,0.35,0.22,0.48,0.9
Münster-Geschinen,480,0.14,0.25,0.34,0.27,0.49,0.9
Münsterlingen,3155,0.18,0.27,0.39,0.16,0.5,0.62
Müntschemier,1302,0.19,0.27,0.39,0.15,0.5,0.72
Naters,9496,0.16,0.29,0.36,0.19,0.49,0.87
Nebikon,2472,0.21,0.32,0.35,0.12,0.5,0.75
Neckertal,4036,0.2,0.26,0.38,0.16,0.52,0.92
Neerach,3032,0.15,0.23,0.45,0.16,0.51,0.88
Neftenbach,5434,0.21,0.27,0.39,0.13,0.5,0.9
Neggio,335,0.16,0.26,0.39,0.19,0.49,0.88
Nendaz,6120,0.17,0.27,0.37,0.19,0.51,0.86
Nenzlingen,421,0.21,0.19,0.43,0.17,0.51,0.9
Nesslau,3627,0.19,0.24,0.36,0.21,0.5,0.92
Neuchâtel,33747,0.17,0.34,0.32,0.17,0.48,0.67
Neuendorf,2026,0.21,0.27,0.4,0.12,0.5,0.92
Neuenegg,4880,0.17,0.25,0.38,0.21,0.5,0.9
Neuenhof,8413,0.18,0.34,0.32,0.16,0.5,0.53
Neuenkirch,6391,0.23,0.28,0.37,0.12,0.51,0.9
Neuhausen am Rheinfall,10356,0.16,0.29,0.33,0.21,0.5,0.61
Neuheim,2024,0.22,0.24,0.42,0.13,0.53,0.79
Neunforn,960,0.14,0.24,0.41,0.21,0.51,0.93
Neunkirch,2023,0.18,0.28,0.37,0.16,0.5,0.83
Neyruz (FR),2387,0.25,0.29,0.36,0.1,0.5,0.86
Nidau,6763,0.16,0.28,0.32,0.24,0.46,0.77
Niederbipp,4369,0.18,0.29,0.38,0.15,0.5,0.79
Niederbuchsiten,981,0.19,0.28,0.37,0.17,0.52,0.89
Niederbüren,1499,0.24,0.28,0.36,0.11,0.52,0.91
Niederdorf,1730,0.18,0.24,0.37,0.21,0.49,0.78
Niedergesteln,689,0.2,0.25,0.4,0.16,0.51,0.94
Niederglatt,4656,0.19,0.29,0.38,0.14,0.5,0.74
Niedergösgen,3765,0.17,0.28,0.37,0.18,0.5,0.73
Niederhasli,8871,0.2,0.3,0.36,0.14,0.5,0.75
Niederhelfenschwil,2918,0.25,0.25,0.37,0.13,0.51,0.94
Niederhünigen,611,0.21,0.28,0.39,0.13,0.48,0.97
Niederlenz,4385,0.2,0.3,0.35,0.14,0.5,0.72
Niedermuhlern,471,0.17,0.27,0.4,0.16,0.53,0.96
Niederried bei Interlaken,340,0.14,0.18,0.43,0.25,0.5,0.88
Niederrohrdorf,3645,0.18,0.29,0.36,0.17,0.5,0.82
Niederwald,45,0.16,0.16,0.4,0.29,0.56,0.89
Niederweningen,2787,0.22,0.25,0.41,0.12,0.49,0.84
Niederwil (AG),2535,0.2,0.27,0.4,0.13,0.51,0.85
Niederönz,1548,0.18,0.25,0.38,0.19,0.49,0.91
Niederösch,234,0.25,0.21,0.39,0.15,0.47,0.99
Nods,738,0.21,0.23,0.39,0.17,0.51,0.94
Noflen,290,0.19,0.36,0.29,0.16,0.52,0.96
Noréaz,611,0.23,0.32,0.35,0.11,0.5,0.94
Nottwil,3431,0.22,0.29,0.37,0.12,0.5,0.89
Novaggio,813,0.17,0.22,0.38,0.22,0.46,0.88
Novalles,105,0.2,0.29,0.37,0.14,0.5,0.91
Novazzano,2401,0.16,0.22,0.39,0.23,0.48,0.84
Noville,912,0.23,0.26,0.37,0.14,0.5,0.77
Nufenen,156,0.27,0.21,0.29,0.24,0.55,0.9
Nuglar-St. Pantaleon,1479,0.18,0.22,0.41,0.18,0.5,0.92
Nunningen,1836,0.18,0.23,0.4,0.18,0.51,0.93
Nusshof,248,0.2,0.17,0.47,0.17,0.52,0.9
Nuvilly,394,0.26,0.23,0.37,0.15,0.49,0.93
Nyon,19501,0.19,0.31,0.34,0.15,0.49,0.6
Nürensdorf,5328,0.17,0.25,0.39,0.19,0.5,0.85
Oberbalm,878,0.2,0.22,0.4,0.18,0.51,0.96
Oberbipp,1642,0.17,0.28,0.4,0.15,0.51,0.86
Oberbuchsiten,2052,0.19,0.29,0.38,0.13,0.51,0.78
Oberburg,2937,0.19,0.28,0.35,0.18,0.49,0.85
Oberbüren,4190,0.22,0.29,0.36,0.14,0.51,0.89
Oberdiessbach,3441,0.19,0.26,0.38,0.17,0.51,0.94
Oberdorf (BL),2341,0.19,0.25,0.37,0.18,0.5,0.78
Oberdorf (NW),3110,0.2,0.27,0.38,0.16,0.5,0.94
Oberdorf (SO),1654,0.2,0.19,0.42,0.2,0.48,0.93
Oberegg,1890,0.18,0.26,0.36,0.21,0.51,0.92
Oberembrach,1094,0.18,0.28,0.4,0.15,0.5,0.89
Oberems,126,0.18,0.17,0.34,0.31,0.48,0.96
Oberengstringen,6461,0.16,0.29,0.33,0.22,0.5,0.7
Oberentfelden,7721,0.19,0.28,0.36,0.18,0.49,0.71
Obergerlafingen,1130,0.17,0.26,0.37,0.2,0.51,0.92
Oberglatt,6474,0.21,0.36,0.33,0.1,0.51,0.65
Obergoms,662,0.16,0.2,0.38,0.25,0.53,0.9
Obergösgen,2151,0.16,0.28,0.38,0.18,0.5,0.77
Oberhallau,432,0.22,0.28,0.35,0.16,0.53,0.94
Oberhelfenschwil,1319,0.22,0.26,0.36,0.16,0.5,0.92
Oberhof,588,0.22,0.26,0.36,0.15,0.52,0.93
Oberhofen am Thunersee,2387,0.15,0.19,0.36,0.3,0.48,0.9
Oberhünigen,317,0.23,0.24,0.38,0.15,0.45,0.97
Oberiberg,858,0.14,0.2,0.4,0.26,0.53,0.9
Oberkirch,3892,0.22,0.31,0.35,0.12,0.49,0.89
Oberkulm,2551,0.2,0.27,0.36,0.17,0.48,0.79
Oberlangenegg,472,0.21,0.23,0.34,0.21,0.49,0.99
Oberlunkhofen,1954,0.18,0.25,0.41,0.16,0.49,0.88
Obermumpf,1004,0.18,0.26,0.4,0.15,0.51,0.89
Oberried am Brienzersee,463,0.14,0.21,0.42,0.23,0.51,0.9
Oberrieden,4975,0.17,0.21,0.38,0.23,0.48,0.82
Oberriet (SG),8531,0.22,0.29,0.34,0.14,0.52,0.86
Oberrohrdorf,3981,0.16,0.25,0.38,0.22,0.51,0.83
Oberrüti,1413,0.23,0.29,0.39,0.09,0.5,0.89
Obersaxen,819,0.16,0.24,0.39,0.21,0.5,0.91
Oberschrot,1159,0.22,0.25,0.38,0.15,0.49,0.96
Obersiggenthal,8585,0.18,0.28,0.34,0.2,0.49,0.67
Oberstammheim,1151,0.19,0.25,0.39,0.17,0.5,0.92
Obersteckholz,424,0.21,0.21,0.37,0.21,0.5,0.97
Oberthal,751,0.19,0.26,0.36,0.19,0.52,0.98
Oberuzwil,6192,0.2,0.29,0.34,0.17,0.5,0.82
Oberweningen,1756,0.19,0.27,0.41,0.13,0.51,0.8
Oberwil (BL),10775,0.18,0.23,0.38,0.22,0.48,0.8
Oberwil bei Büren,821,0.21,0.2,0.41,0.18,0.5,0.94
Oberwil im Simmental,813,0.16,0.24,0.36,0.24,0.5,0.97
Oberwil-Lieli,2193,0.2,0.22,0.4,0.19,0.5,0.9
Oberägeri,5828,0.2,0.23,0.41,0.16,0.5,0.76
Oberösch,109,0.2,0.19,0.4,0.2,0.5,0.94
Obfelden,4867,0.21,0.26,0.38,0.15,0.5,0.82
Ochlenberg,587,0.2,0.25,0.34,0.21,0.5,0.99
Oekingen,795,0.22,0.23,0.38,0.17,0.49,0.92
Oensingen,5845,0.17,0.34,0.34,0.15,0.51,0.71
Oeschenbach,237,0.15,0.26,0.4,0.2,0.51,0.97
Oeschgen,912,0.19,0.26,0.38,0.17,0.54,0.9
Oetwil am See,4589,0.2,0.29,0.37,0.13,0.5,0.72
Oetwil an der Limmat,2299,0.15,0.23,0.41,0.22,0.51,0.84
Oftringen,13121,0.18,0.32,0.35,0.15,0.5,0.67
Ogens,262,0.23,0.3,0.35,0.12,0.48,0.9
Ollon,7206,0.25,0.24,0.35,0.16,0.5,0.64
Olsberg,360,0.12,0.18,0.44,0.26,0.53,0.9
Olten,17278,0.15,0.33,0.33,0.2,0.49,0.73
Oltingen,471,0.22,0.25,0.37,0.16,0.48,0.94
Onex,18023,0.2,0.28,0.32,0.2,0.48,0.63
Onnens (VD),507,0.23,0.26,0.38,0.13,0.5,0.85
Onsernone,255,0.08,0.15,0.4,0.36,0.51,0.95
Opfikon,16402,0.18,0.38,0.31,0.13,0.52,0.55
Oppens,177,0.18,0.29,0.4,0.14,0.58,0.79
Oppligen,665,0.22,0.29,0.33,0.16,0.48,0.95
Orbe,6664,0.21,0.31,0.33,0.14,0.49,0.69
Orges,262,0.16,0.32,0.39,0.13,0.5,0.91
Origlio,1434,0.22,0.22,0.4,0.16,0.47,0.82
Ormalingen,1994,0.17,0.28,0.36,0.19,0.49,0.9
Ormont-Dessous,1039,0.18,0.23,0.4,0.19,0.49,0.88
Ormont-Dessus,1472,0.13,0.28,0.34,0.25,0.5,0.75
Orny,366,0.22,0.26,0.37,0.15,0.49,0.85
Oron,5077,0.21,0.3,0.34,0.15,0.49,0.8
Orpund,2654,0.17,0.25,0.37,0.21,0.49,0.85
Orselina,762,0.09,0.17,0.41,0.34,0.48,0.8
Orsières,3156,0.21,0.27,0.31,0.21,0.51,0.86
Orvin,1201,0.18,0.24,0.38,0.2,0.5,0.9
Orzens,198,0.16,0.22,0.38,0.24,0.48,0.94
Osogna,1044,0.2,0.26,0.37,0.17,0.54,0.65
Ossingen,1357,0.22,0.23,0.38,0.17,0.51,0.92
Ostermundigen,16184,0.16,0.29,0.34,0.21,0.48,0.73
Otelfingen,2749,0.21,0.28,0.36,0.15,0.5,0.8
Othmarsingen,2597,0.19,0.32,0.35,0.13,0.5,0.75
Ottenbach,2482,0.19,0.23,0.42,0.16,0.49,0.89
Oulens-sous-Echallens,544,0.2,0.32,0.34,0.14,0.49,0.89
Pailly,508,0.24,0.26,0.37,0.13,0.49,0.89
Pampigny,1108,0.24,0.26,0.4,0.1,0.5,0.85
Paradiso,3893,0.14,0.28,0.38,0.21,0.51,0.46
Paudex,1424,0.16,0.26,0.36,0.21,0.49,0.67
Payerne,9272,0.21,0.3,0.33,0.16,0.49,0.62
Penthalaz,3030,0.19,0.33,0.32,0.16,0.48,0.75
Penthaz,1676,0.23,0.29,0.35,0.13,0.49,0.78
Penthéréaz,378,0.22,0.27,0.38,0.13,0.49,0.94
Perly-Certoux,3059,0.21,0.29,0.34,0.16,0.48,0.74
Perrefitte,456,0.18,0.21,0.37,0.23,0.5,0.86
Perroy,1406,0.23,0.25,0.37,0.15,0.5,0.7
Personico,334,0.18,0.26,0.33,0.23,0.5,0.79
Peseux,5769,0.2,0.28,0.33,0.19,0.48,0.67
Petit-Val,410,0.23,0.22,0.38,0.17,0.52,0.92
Pfaffnau,2260,0.18,0.28,0.38,0.16,0.51,0.89
Pfeffingen,2270,0.17,0.18,0.43,0.22,0.5,0.87
Pfungen,3534,0.2,0.32,0.34,0.13,0.5,0.74
Pfyn,1941,0.2,0.27,0.4,0.13,0.5,0.86
Pfäfers,1533,0.21,0.24,0.38,0.18,0.52,0.89
Pfäffikon,11102,0.18,0.27,0.37,0.19,0.49,0.81
Pianezzo,589,0.16,0.22,0.41,0.21,0.49,0.9
Pierrafortscha,148,0.22,0.17,0.45,0.17,0.49,0.9
Pieterlen,3915,0.19,0.28,0.36,0.17,0.5,0.76
Plaffeien,1943,0.16,0.24,0.4,0.2,0.51,0.91
Plan-les-Ouates,10261,0.26,0.26,0.35,0.13,0.49,0.75
Plasselb,1043,0.17,0.25,0.42,0.17,0.52,0.88
Plateau de Diesse,2031,0.2,0.23,0.39,0.19,0.5,0.91
Pleigne,367,0.19,0.26,0.37,0.18,0.5,0.98
Pohlern,261,0.21,0.26,0.37,0.16,0.53,0.95
Poliez-Pittet,760,0.23,0.3,0.34,0.13,0.49,0.89
Pollegio,762,0.14,0.25,0.42,0.18,0.54,0.6
Pompaples,810,0.23,0.3,0.31,0.17,0.47,0.75
Pomy,709,0.27,0.24,0.34,0.14,0.5,0.92
Pont-en-Ogoz,1711,0.23,0.25,0.38,0.14,0.51,0.9
Pont-la-Ville,605,0.23,0.26,0.38,0.12,0.52,0.86
Ponte Capriasca,1804,0.23,0.21,0.39,0.17,0.49,0.86
Ponte Tresa,804,0.12,0.23,0.4,0.25,0.49,0.7
Ponthaux,694,0.27,0.28,0.34,0.11,0.49,0.92
Pontresina,2114,0.16,0.29,0.4,0.14,0.5,0.67
Porrentruy,6778,0.17,0.27,0.35,0.21,0.49,0.82
Port,3381,0.15,0.23,0.36,0.25,0.48,0.89
Port-Valais,3643,0.18,0.32,0.35,0.15,0.49,0.72
Porza,1595,0.19,0.24,0.38,0.18,0.5,0.77
Poschiavo,3521,0.17,0.26,0.34,0.23,0.49,0.91
Prangins,3968,0.22,0.26,0.37,0.15,0.49,0.71
Prato (Leventina),408,0.16,0.27,0.35,0.23,0.52,0.73
Pratteln,15322,0.17,0.29,0.34,0.19,0.5,0.61
Pregny-Chambésy,3562,0.21,0.25,0.38,0.16,0.49,0.48
Premier,191,0.13,0.29,0.36,0.21,0.53,0.95
Preonzo,618,0.19,0.27,0.36,0.18,0.51,0.88
Presinge,638,0.19,0.26,0.34,0.21,0.48,0.76
Prez-vers-Noréaz,968,0.22,0.28,0.37,0.13,0.49,0.85
Prilly,11827,0.18,0.32,0.31,0.19,0.48,0.59
Provence,344,0.14,0.26,0.37,0.24,0.51,0.93
Préverenges,5176,0.2,0.3,0.34,0.16,0.5,0.68
Prévondavaux,64,0.27,0.3,0.31,0.12,0.59,0.94
Prévonloup,150,0.24,0.16,0.38,0.22,0.49,0.92
Puidoux,2815,0.21,0.32,0.36,0.12,0.5,0.7
Pully,17456,0.17,0.25,0.34,0.24,0.47,0.7
Puplinge,2048,0.19,0.27,0.35,0.18,0.47,0.82
Pura,1419,0.19,0.23,0.39,0.19,0.49,0.79
Péry-La Heutte,1843,0.18,0.25,0.37,0.2,0.5,0.87
Quarten,2853,0.17,0.27,0.37,0.19,0.5,0.82
Quinto,1046,0.16,0.23,0.35,0.26,0.49,0.79
Radelfingen,1224,0.17,0.29,0.38,0.16,0.5,0.96
Rafz,4174,0.2,0.26,0.38,0.15,0.5,0.81
Rain,2515,0.24,0.27,0.37,0.12,0.5,0.95
Ramlinsburg,687,0.18,0.21,0.44,0.17,0.5,0.9
Ramsen,1375,0.17,0.24,0.41,0.19,0.5,0.76
Rances,426,0.2,0.22,0.4,0.18,0.52,0.9
Randa,444,0.16,0.29,0.38,0.17,0.48,0.73
Randogne,4384,0.08,0.49,0.25,0.17,0.49,0.39
Raperswilen,396,0.19,0.22,0.43,0.16,0.52,0.92
Rapperswil (BE),2381,0.19,0.23,0.41,0.17,0.51,0.95
Rapperswil-Jona,26541,0.17,0.29,0.35,0.19,0.49,0.82
Raron,1900,0.2,0.25,0.37,0.18,0.5,0.86
Realp,148,0.05,0.24,0.49,0.23,0.51,0.93
Rebeuvelier,377,0.21,0.26,0.42,0.11,0.53,0.95
Rebstein,4425,0.19,0.29,0.35,0.17,0.5,0.68
Rebévelier,45,0.27,0.22,0.27,0.24,0.58,0.98
Recherswil,1759,0.17,0.25,0.4,0.18,0.49,0.91
Rechthalten,1083,0.18,0.24,0.38,0.19,0.49,0.98
Reckingen-Gluringen,454,0.13,0.25,0.42,0.19,0.48,0.92
Reconvilier,2283,0.19,0.26,0.35,0.2,0.49,0.82
Regensberg,485,0.21,0.21,0.42,0.16,0.51,0.82
Regensdorf,17179,0.19,0.31,0.35,0.16,0.51,0.66
Rehetobel,1731,0.19,0.24,0.39,0.19,0.49,0.91
Reichenbach im Kandertal,3507,0.19,0.25,0.35,0.2,0.49,0.96
Reichenburg,3401,0.19,0.33,0.35,0.13,0.52,0.78
Reiden,6763,0.19,0.3,0.36,0.15,0.51,0.78
Reigoldswil,1565,0.2,0.24,0.37,0.19,0.5,0.89
Reinach (AG),8101,0.19,0.28,0.35,0.18,0.5,0.62
Reinach (BL),18837,0.16,0.23,0.37,0.24,0.48,0.8
Reisiswil,193,0.22,0.25,0.37,0.15,0.48,0.93
Reitnau,1264,0.24,0.28,0.34,0.14,0.51,0.89
Rekingen (AG),986,0.18,0.28,0.4,0.14,0.52,0.69
Remaufens,992,0.25,0.25,0.39,0.11,0.5,0.83
Remetschwil,2049,0.2,0.24,0.43,0.13,0.52,0.86
Remigen,1047,0.18,0.27,0.39,0.16,0.51,0.86
Renan (BE),854,0.17,0.29,0.36,0.18,0.51,0.91
Renens (VD),20330,0.19,0.34,0.32,0.15,0.5,0.49
Rennaz,773,0.21,0.29,0.37,0.13,0.51,0.68
Reute (AR),662,0.15,0.21,0.45,0.2,0.52,0.85
Reutigen,966,0.16,0.28,0.38,0.18,0.49,0.95
Reverolle,345,0.2,0.35,0.34,0.11,0.53,0.86
Rheinau,1326,0.17,0.22,0.43,0.18,0.49,0.81
Rheineck,3247,0.17,0.27,0.36,0.2,0.5,0.65
Rheinfelden,12545,0.16,0.3,0.36,0.18,0.49,0.7
Rhäzüns,1363,0.22,0.26,0.37,0.15,0.51,0.82
Riaz,2251,0.21,0.3,0.35,0.13,0.5,0.84
Richterswil,13018,0.2,0.26,0.37,0.17,0.49,0.81
Rickenbach (BL),588,0.2,0.22,0.45,0.14,0.52,0.93
Rickenbach (LU),3074,0.22,0.28,0.35,0.16,0.5,0.83
Rickenbach (SO),888,0.14,0.24,0.45,0.17,0.52,0.87
Rickenbach (TG),2714,0.17,0.33,0.35,0.15,0.51,0.68
Rickenbach (ZH),2523,0.22,0.23,0.37,0.18,0.49,0.9
Riddes,2894,0.2,0.29,0.34,0.18,0.51,0.7
Ried bei Kerzers,1079,0.19,0.28,0.39,0.14,0.54,0.81
Ried-Brig,1993,0.2,0.28,0.37,0.15,0.51,0.93
Riederalp,508,0.19,0.21,0.39,0.2,0.5,0.86
Riedholz,2255,0.19,0.24,0.38,0.19,0.5,0.9
Riehen,20787,0.17,0.2,0.36,0.27,0.47,0.77
Riemenstalden,96,0.33,0.2,0.27,0.2,0.48,0.94
Rietheim,750,0.24,0.21,0.42,0.13,0.5,0.65
Rifferswil,959,0.24,0.22,0.4,0.14,0.47,0.94
Riggisberg,2438,0.18,0.25,0.36,0.2,0.49,0.95
Ringgenberg (BE),2642,0.18,0.25,0.38,0.19,0.5,0.91
Riniken,1478,0.18,0.27,0.35,0.2,0.5,0.83
Riom-Parsonz,294,0.14,0.22,0.4,0.24,0.53,0.96
Risch,9961,0.19,0.33,0.38,0.1,0.52,0.74
