,Code commune,Population: Habitants (2014),Population: Variation en % (2010-2014),Population: Densité de la population par km² (2014),Population: Etrangers en % (2014),Répartition par âge en %: 0-19 ans (2014),Répartition par âge en %: 20-64 ans (2014),Répartition par âge en %: 65 ans ou plus (2014),Mouvement de la population (en ‰): Taux brut de nuptialité (2014),Mouvement de la population (en ‰): Taux brut de divortialité (2014),Mouvement de la population (en ‰): Taux brut de natalité (2014),Mouvement de la population (en ‰): Taux brut de mortalité (2014),Ménage: Ménages privés (2014),Ménage: Taille moyenne des ménages en personnes (2014),Surface: Surface totale en km² (2004/09),Surface: Surfaces d'habitat et d'infrastructure en % (2004/09),Surface: Variation en ha (1979/85-2004/09),Surface: Surface agricole en % (2004/09),Surface: Variation en ha (1979/85-2004/09),Surface: Surface boisée en % (2004/09),Surface: Surface improductive en % (2004/09),Economie 1): Emplois total (2013),Economie 1): Secteur primaire (2013),Economie 1): Secteur secondaire (2013),Economie 1): Secteur tertiaire (2013),Economie 1): Etablissements total (2013),Economie 1): Secteur primaire (2013),Economie 1): Secteur secondaire (2013),Economie 1): Secteur tertiaire (2013),Constructions et logements: Taux de logements vacants (2015),Constructions et logements: Nouveaux logements construits pour 1000 habitants (2013),Protection sociale: Taux d'aide sociale (2014),Partis politiques en % (élections au Conseil national): PLR 2) (2015),Partis politiques en % (élections au Conseil national): PDC (2015),Partis politiques en % (élections au Conseil national): PS (2015),Partis politiques en % (élections au Conseil national): UDC (2015),Partis politiques en % (élections au Conseil national): PEV/PCS (2015),Partis politiques en % (élections au Conseil national): PVL (2015),Partis politiques en % (élections au Conseil national): PBD (2015),Partis politiques en % (élections au Conseil national): PST/Sol. (2015),Partis politiques en % (élections au Conseil national): PES (2015),Partis politiques en % (élections au Conseil national): Petits partis de droite (2015),Partis politiques en % (élections au Conseil national): Autres (2015),Infractions en ‰ de la population totale: selon le Code pénal (CP) (2014),Infractions en ‰ de la population totale: selon la Loi sur les stupéfiants et les produits psychotropes (LStup) (2014),Infractions en ‰ de la population totale: selon la Loi sur les étrangers (LEtr) (2014)
Bettens,5471,529,56.0471976401,141.4438502674,15.5009451796,27.97731569,65.9735349716,6.0491493384,8.3073727934,0,29.0758047767,2.0768431983,203,2.5960591133,3.75,12.2666666667,-23,72.8,17,14.6666666667,0.2666666667,100,23,33,44,31,11,5,15,0,64.5161290323,0.6912442396,24.354561102,6.7125645439,14.457831325,30.938037866,0.817555938,2.495697074,3.7865748709,1.2908777969,9.9397590361,0.0430292599,5.163511,25.3456221198,0,0
Bournens,5472,360,28.5714285714,92.0716112532,18.6111111111,27.5,56.1111111111,16.3888888889,2.8818443804,0,11.5273775216,2.8818443804,141,2.5531914894,3.88,7.4742268041,8,74.7422680412,-8,16.2371134021,1.5463917526,53,23,3,27,27,8,3,16,1.3157894737,0,2.6946107784,25.710900474,1.1255924171,17.654028436,36.315165877,1.2440758294,5.8056872038,3.0805687204,0.29620853080000004,7.5236966825,0.0592417062,1.184834,68.8622754491,0,14.970059880200001
Boussens,5473,944,8.2568807339,299.6825396825,14.8305084746,25.9533898305,63.1355932203,10.9110169492,2.1516944594,2.1516944594,13.986013986,4.3033889188,332,2.8373493976,3.18,9.1194968553,15,77.6729559748,-14,13.2075471698,0,163,16,16,131,47,8,7,32,0.278551532,0,1.4207650273,22.062552832,4.2054099746,16.673710904,34.467455621,0.33812341500000004,2.6838546068999998,3.2967032967,1.4581572274,11.24260355,0.9932375317000001,2.578191,34.9726775956,0,0
La Chaux (Cossonay),5474,422,0,62.6112759644,12.7962085308,25.355450237,60.663507109,13.981042654,2.3612750885000002,2.3612750885000002,2.3612750885000002,4.7225501771000005,156,2.7051282051000003,6.79,6.1855670103,2,76.1413843888,-3,17.0839469809,0.58910162,74,28,16,30,40,13,9,18,0,0,1.1764705882,21.487603306,3.4797738147,16.180948238,29.056111353,0.2609830361,4.7411918225,0.5219660722,2.2183558069,17.137886037,0.2609830361,4.654197,28.2352941176,0,0
Chavannes-le-Veyron,5475,127,2.4193548387,48.1060606061,12.5984251969,25.1968503937,62.9921259843,11.811023622,7.8125,7.8125,7.8125,0,49,2.5918367347,2.66,6.015037594,1,68.045112782,-2,25.5639097744,0.3759398496,40,19,3,18,18,8,3,7,0,0,0.7751937984,17.176470588,0.3529411765,21.764705882,34.941176471,2.3529411765,2.7058823529,3.1764705882,2.2352941176,15.176470588,*,0.117647,0,0,0
Chevilly,5476,250,2.0408163265,64.2673521851,8.8,26,62,12,8.0321285141,0,8.0321285141,0,100,2.49,3.78,5.5555555556,-1,76.7195767196,0,17.4603174603,0.26455026460000003,38,14,6,18,23,5,5,13,9.009009009,0,2.4193548387,35.490463215,2.1117166213,14.713896458,22.752043597,1.5667574932,4.7002724796,1.7711171662,0.47683923710000004,13.623978202,0.340599455,2.452316,24.1935483871,0,0
Cossonay,5477,3620,7.4821852732,437.1980676329,22.9005524862,26.1878453039,62.3756906077,11.4364640884,4.1934582052,1.3978194017,9.5051719318,4.1934582052,1446,2.5,8.24,14.0776699029,33,62.5,-36,23.1796116505,0.2427184466,1425,51,209,1165,245,17,37,191,1.3392857142999999,3.6785512168,3.9332201471,24.015231092,4.2345063025,25.137867647,21.717436975,1.5887605042000001,4.0900735294,1.3918067227,2.4553571429,12.769170168,0.7812500000000001,1.81854,66.4968873797,16.411997736300002,9.337860781
Cottens (VD),5478,474,8.2191780822,201.7021276596,12.2362869198,27.2151898734,57.805907173,14.9789029536,2.1436227224,6.4308681672,8.5744908896,4.2872454448,176,2.6931818182000002,2.4,11.25,10,74.1666666667,-10,14.5833333333,0,106,41,24,41,40,10,5,25,0,0,0.4357298475,30.969875092,3.8941954445,14.364437913,23.622336517,2.020573108,4.1146216018,1.6899338722000001,3.8574577517,13.005143277,1.3225569434,1.138868,43.5729847495,0,0
Cuarnens,5479,435,13.577023498700001,61.0098176718,13.3333333333,21.1494252874,64.1379310345,14.7126436782,2.3696682464,0,9.4786729858,4.7393364929,167,2.6047904192,7.09,4.6544428773,6,64.7390691114,-8,30.4654442877,0.1410437236,94,40,22,32,37,15,8,14,1.5625,4.8899755501,0.7334963325,22.420856611,4.4320297952,21.191806331,31.247672253,0.1117318436,2.7932960894,7.1508379888,3.5754189944,4.5810055866,1.6759776536,0.819367,58.6797066015,0,0
Daillens,5480,941,6.0879368658,170.4710144928,20.6163655685,26.2486716259,64.1870350691,9.564293305,1.0770059235,0,10.7700592353,3.2310177706,368,2.5543478261,5.49,14.3897996357,23,65.3916211293,-24,20.0364298725,0.1821493625,1138,32,79,1027,72,13,15,44,1,0,1.6375545852,26.535572249,3.5130357932000003,19.597878922,24.038886434,0.1325673884,1.25939019,4.7945205479,0.83959346,15.333627928,0.2209456474,3.733981,61.135371179,0,0
Dizy,5481,222,0.4524886878,73.0263157895,11.7117117117,27.027027027,65.3153153153,7.6576576577,0,0,22.3713646532,4.4742729306,79,2.7594936709,3.1,7.4193548387,3,69.6774193548,0,22.9032258065,0,56,17,24,15,18,5,5,8,3.3333333333,0,2.2222222222,15.384615385,4.8763736264,17.651098901,27.197802198,0.6868131868,6.3873626374,3.021978022,1.0989010989,20.535714286,0.13736263740000001,3.021978,53.3333333333,8.8888888889,0
Eclépens,5482,1014,1.705115346,174.8275862069,25.8382642998,21.7948717949,62.6232741617,15.5818540434,4.9236829148000005,1.9694731659,14.7710487445,4.9236829148000005,402,2.5223880597,5.82,19.9312714777,22,52.7491408935,-17,26.116838488,1.2027491409,1259,33,677,549,67,8,17,42,0,0,1.8682399213,21.936319882,4.2761940022000005,25.212884117,29.211403184,0.3517215846,2.239911144,2.2028878193,1.5734912995,10.625694187,0.8145131433,1.55498,80.6293018682,1.9665683382,1.9665683382
Ferreyres,5483,301,2.380952381,95.253164557,6.3122923588,26.9102990033,61.7940199336,11.2956810631,0,0,9.9173553719,6.6115702479,107,2.7943925234,3.19,5.9561128527000005,5,52.0376175549,-4,41.065830721,0.9404388715,47,11,18,18,18,4,4,10,0.8196721311,0,0.3289473684,12.674543502,0.6444683136,27.01396348,21.482277121,1.9334049409,3.7056928034,2.9001074114,5.3705692803,18.689581096,0.9667024705,4.61869,49.3421052632,0,0
Gollion,5484,812,30.3370786517,148.9908256881,17.118226601,23.3990147783,63.3004926108,13.3004926108,6.2344139651,1.246882793,11.2219451372,4.9875311721,331,2.4380664653,5.46,8.2417582418,7,80.4029304029,-7,11.1721611722,0.1831501832,243,50,50,143,48,15,10,23,1.6172506739,70.7070707071,1.7676767677,22.045092234,5.3518560692,17.604190389,34.092461854,2.7556365293000002,3.006148941,1.8902300159,2.4595764063,8.4263265771,0.5237986791,1.844682,47.9797979798,0,0
Grancy,5485,388,2.3746701847000002,68.430335097,16.4948453608,23.1958762887,60.824742268,15.9793814433,0,2.5188916877,5.0377833753,15.1133501259,156,2.4807692308,5.66,4.7703180212,2,68.3745583039,-3,26.5017667845,0.3533568905,78,19,27,32,25,6,7,12,0,9.8522167488,0.7389162562,34.862385321,2.8542303772,18.144750255,24.464831804,0.2038735984,4.5361875637,2.3445463812,0.3058103976,9.6839959225,0.0509683996,2.54842,34.4827586207,0,0
L'Isle,5486,1004,2.9743589744000003,61.8988902589,12.6494023904,19.9203187251,63.0478087649,17.03187251,4.9603174603,2.9761904762,10.9126984127,11.9047619048,412,2.427184466,16.26,5.3505535055,15,47.8474784748,-27,46.5559655597,0.24600246,368,49,97,222,100,19,18,63,0,0,1.581027668,19.87940456,1.3566986998,22.498586772,32.183908046,1.6958733748,2.6757113247,3.825136612,2.0915771622,10.194083286,0.263802525,3.335218,48.418972332,1.9762845850000001,0
Lussery-Villars,5487,406,16,108.5561497326,19.4581280788,20.197044335,67.9802955665,11.8226600985,9.9875156055,0,24.9687890137,9.9875156055,172,2.3604651163,3.73,6.7024128686,5,82.5737265416,-5,9.9195710456,0.8042895442,38,21,2,15,20,7,2,11,0,30.3797468354,3.2911392405,20.029311187,2.8822667318,24.767953102,30.776746458,1.5144113337,6.8392769907,4.0058622374,2.1983390327,6.3507572057,0.048851978500000004,0.586224,22.7848101266,0,0
Mauraz,5488,49,-9.2592592593,98,0,22.4489795918,61.2244897959,16.3265306122,0,0,0,0,22,2.2272727273,0.47,8.5106382979,1,80.8510638298,-1,10.6382978723,0,17,9,0,8,10,3,0,7,0,0,0,17.532467532,0.21645021650000001,30.086580087,34.199134199,*,10.822510823,0.4329004329,2.1645021645,4.5454545455,*,*,230.7692307692,0,0
Mex (VD),5489,662,1.2232415902,233.9222614841,26.1329305136,18.580060423,63.746223565,17.6737160121,7.61614623,0,12.185833968,6.092916984,286,2.2902097902,2.88,16.6666666667,12,54.5138888889,-9,28.8194444444,0,1142,7,1064,71,38,4,10,24,0.9493670886000001,1.5360983102999999,0.46082949310000004,32.073093888,5.9231253938,16.225582861,31.505986137,0.693131695,4.4423440454,1.1342155009,1.1657214871,4.7258979206,1.1972274732,0.913674,98.3102918587,0,3.0721966206
Moiry,5490,263,1.9379844961,39.4894894895,7.6045627376,22.433460076,61.216730038,16.3498098859,7.6481835564,0,3.8240917782,3.8240917782,104,2.5,6.67,3.1484257871,2,41.5292353823,0,55.3223388306,0,59,29,8,22,26,9,6,11,0,3.8461538462,1.1538461538,14.460009038,1.1296882061,20.921825576,28.151830095,0.9489380931,3.4794396746,2.1690013556,4.7446904654,16.764572978,2.8468142793,4.38319,80.76923076919999,0,0
Mont-la-Ville,5491,373,9.0643274854,18.8479029813,11.2600536193,23.3243967828,54.691689008,21.9839142091,2.7700831025,0,5.540166205,0,145,2.5655172414000003,19.76,2.9352226721,2,44.5850202429,1,52.2267206478,0.2530364372,62,22,2,38,31,11,2,18,0,0,2.5787965616,20.618556701,2.6202749141,18.256013746,29.553264605,1.116838488,4.7250859107,3.6941580756,1.2027491409,12.714776632,3.2216494845,2.276632,134.670487106,0,0
Montricher,5492,933,13.2281553398,35.8570330515,14.5766345123,24.4372990354,60.7717041801,14.7909967846,5.4764512596,1.0952902519,13.143483023,6.5717415115,375,2.472,25.95,3.0443159923,-16,38.6897880539,5,57.4566473988,0.8092485549,215,47,30,138,81,19,20,42,0.7058823529,2.2396416573,1.9036954087,26.500429923,1.1521926053,19.742046432,32.450558899,0.2579535684,2.6655202064,0.9458297506000001,1.8400687876,10.283748925,0.5331040413,3.628547,42.5531914894,0,0
Orny,5493,366,-0.272479564,65.9459459459,15.5737704918,24.8633879781,61.2021857923,13.9344262295,5.4644808743,0,10.9289617486,27.3224043716,138,2.5362318841000002,5.51,6.8965517241,10,76.0435571688,-11,16.1524500907,0.9074410163000001,92,29,4,59,20,9,3,8,0,0,0.8196721311,33.545647558,3.2908704883,11.78343949,21.762208068,1.8577494692,4.0870488323,3.6093418259,5.2016985138,12.314225053,0.2123142251,2.335456,10.9289617486,0,0
Pampigny,5494,1103,11.5267947422,99.4589720469,13.7805983681,26.3825929284,61.4687216682,12.1486854034,6.3319764812,1.8091361375,13.5685210312,1.8091361375,426,2.5821596244,11.09,5.049594229,18,57.7096483318,-19,36.519386835,0.7213706041,243,54,55,134,82,21,17,44,0,0,1.714801444,23.254014316,4.1787579803,21.183981428,24.72431805,0.3675759334,4.1787579803,1.857225769,1.7024569549000002,11.685045463,2.3215322113,4.546334,23.4657039711,0,0
Penthalaz,5495,3149,7.9903978052,813.6950904393,25.8812321372,22.2292791362,62.2419815815,15.5287392823,4.5307443366,1.9417475728,13.2686084142,7.7669902913,1369,2.2636961286,3.85,25.4545454545,10,56.1038961039,-10,16.8831168831,1.5584415584,1052,14,351,687,165,6,35,124,0.5438477226,0,3.9590894093999998,22.728704141,2.7475988033,25.492048496,28.49157613,1.8737206739,3.5112580696,1.4249724453,1.5824279640999999,9.9511887892,0.40938434890000003,1.78712,94.3582975916,3.9590894093999998,0.3299241175
Penthaz,5496,1663,4.5911949686,433.0729166667,22.6698737222,24.6542393265,61.3950691521,13.9506915213,4.7918538485,2.3959269242,7.7867625037,3.5938903863,659,2.5235204855999998,3.86,17.3575129534,0,66.5803108808,-13,13.4715025907,2.5906735751000003,620,6,382,232,89,3,29,57,0,1.1933174224,2.446300716,25.522367129,4.7538914598,18.80521666,27.878277941,1.2200252419,4.7819380171,2.9869583509,2.117515075,9.9284812789,0.0841396719,1.921189,68.61575179,3.5799522673,0
Pompaples,5497,840,9.9476439791,189.1891891892,24.4047619048,25,58.5714285714,16.4285714286,6.0569351908,0,13.3252574197,8.4797092671,319,2.5109717868,4.44,9.4594594595,7,70.7207207207,-9,18.6936936937,1.1261261261,590,19,22,549,58,8,9,41,0,0,5.9186189889000005,17.974276527,2.8938906751999998,25.530546624,27.073954984,1.5434083601,3.2154340836,0.9003215434,2.7331189711,13.279742765,3.2154340836,1.639871,32.0591861899,0,8.6313193588
La Sarraz,5498,2512,15.3351698806,326.2337662338,27.428343949,23.8853503185,63.3359872611,12.7786624204,6.450312437,3.6283007458,10.8849022375,10.0786131828,1027,2.3865628043,7.74,11.8863049096,19,48.0620155039,-16,38.8888888889,1.1627906977,553,22,82,449,167,6,29,132,0.1736111111,6.5332788893,4.2874642711,27.343982538,3.8793531104000003,23.037999802,20.984224625,1.1310645897,3.8595098720000003,1.2104375434,2.5399345173,12.699672587,0.6945133446,2.619307,61.2494895876,6.9416088199,2.4499795835000002
Senarclens,5499,441,12.213740458,111.0831234257,14.0589569161,25.8503401361,57.5963718821,16.5532879819,4.5766590389,2.2883295195,6.8649885584,9.1533180778,159,2.6666666667000003,3.93,7.1246819338,9,87.786259542,-6,5.0890585242,0,123,17,15,91,21,7,2,12,0,0,0.2309468822,35.2297593,3.7199124726,10.977388767,28.811086798,2.3340627279,2.4799416484,3.1728665208,0.25528811090000003,9.4456601021,1.0940919037,2.479942,62.3556581986,0,0
Sévery,5500,223,0,93.6974789916,10.3139013453,24.66367713,61.8834080717,13.4529147982,13.7931034483,9.1954022989,0,4.5977011494,84,2.5476190476,2.4,5.8333333333,4,83.75,-1,10.4166666667,0,79,26,29,24,22,7,4,11,6.0606060606,0,1.8867924528,40.544747082,2.3346303502,13.073929961,27.237354086,*,4.9027237354,1.0894941634,0.46692607,9.1828793774,*,1.167315,28.3018867925,0,0
Sullens,5501,907,6.206088993,231.96930946290001,13.0099228225,22.2712238148,60.4189636163,17.3098125689,3.3333333333,3.3333333333,7.7777777778,7.7777777778,354,2.5621468927,3.94,16.2436548223,12,71.0659898477,-13,12.690355329900001,0,119,26,30,63,47,10,9,28,0.7692307692,4.4792833147,2.0156774916,23.886403423,3.7930363742,14.802567594,37.872009337,1.1476366466,4.7461583350000005,1.1476366466,2.256370356,8.5780976464,0.23341762300000002,1.536666,96.3045912654,0,2.2396416573
Vufflens-la-Ville,5503,1228,8.3848190644,228.2527881041,15.6351791531,22.8827361564,60.7491856678,16.3680781759,4.0816326531,3.2653061224,8.9795918367,2.4489795918,485,2.4886597938,5.38,13.5687732342,2,61.5241635688,-7,23.0483271375,1.8587360595,203,15,75,113,80,8,16,56,0,5.728314239,0.9001636661,25.397284022,4.5218145045,18.578445536,26.943080035,1.9791967639,5.2297023982,2.0369835308,1.9791967639,10.416064721,0.36116729270000003,2.557064,72.0130932897,0,1.6366612111
Assens,5511,1024,2.0937188435,191.7602996255,11.328125,24.31640625,59.375,16.30859375,9.7134531326,2.9140359398,6.7994171928,1.9426906265000001,402,2.5373134328,5.31,9.0395480226,12,79.6610169492,-12,11.1111111111,0.18832391710000002,340,40,70,230,86,13,14,59,0,1.9323671498000001,0.6763285024,26.8683565,12.101390025,18.217497956,26.034341783,0.2289452167,3.8430089943,1.6189697465,1.0956663941,7.8004905969,0.7195421096,1.471791,45.4106280193,3.8647342995000002,0.9661835749000001
Bercher,5512,1144,3.1559963931,267.9156908665,17.2202797203,25.6993006993,59.3531468531,14.9475524476,4.3610989969,3.4888791976,13.9555167902,8.7221979939,443,2.5349887132999998,4.24,16.2735849057,17,56.8396226415,-16,26.4150943396,0.4716981132,339,18,52,269,71,8,13,50,0.4291845494,5.2219321149,2.001740644,25.593220339,4.5423728814,19.203389831,24.661016949,1.1694915254,3.9661016949,2.4237288136,2.5762711864,11.186440678,0.27118644070000003,4.40678,23.498694517,6.092254134,0
Bioley-Orjulaz,5513,458,1.3274336283000001,146.7948717949,19.4323144105,21.615720524,69.6506550218,8.7336244541,4.3763676149,4.3763676149,10.9409190372,2.1881838074,181,2.4143646409,3.1,10.6451612903,0,70.6451612903,-1,17.7419354839,0.9677419355,429,9,364,56,33,4,12,17,0,0,0.8771929825,34.266666667,9.6,8.4888888889,30.711111111,1.0222222222,3.3333333333,1.6888888889,0.3555555556,8.6222222222,0.9333333333,0.977778,19.7368421053,0,0
Bottens,5514,1278,17.679558011,185.7558139535,15.1017214397,24.7261345853,63.3020344288,11.9718309859,5.5843637814000004,2.3932987635,19.1463901077,7.1798962904,476,2.6848739496,6.94,7.6368876081,13,71.613832853,-16,20.1729106628,0.5763688761,254,39,121,94,71,16,20,35,0,8.9503661513,1.6273393002,21.843825248999998,9.3739250086,15.462676299,33.866529068,0.2235982112,2.7175782593999998,1.4447884417,0.7567939456,11.24871001,1.1179910561,1.943584,50.4475183076,0,0
Bretigny-sur-Morrens,5515,782,8.0110497238,272.4738675958,14.1943734015,24.5524296675,63.810741688,11.6368286445,6.5703022339,3.9421813403,6.5703022339,2.6281208936000002,312,2.4583333333,2.85,10.8771929825,9,64.9122807018,-10,24.2105263158,0,117,5,42,70,37,2,7,28,1.1869436202,0,2.1621621622,20.956593862,2.4606027094,24.744263202,33.508432403,1.1611833011,1.8800110589,0.5252972076,1.8800110589,9.9529997235,0.22117777160000002,2.709428,33.7837837838,5.4054054054,4.0540540541
Cugy (VD),5516,2728,20.3352448169,937.4570446735,23.9369501466,25.293255132,60.0439882698,14.6627565982,4.0508193703,3.3143067575,10.3111765789,2.9460504511,982,2.7515274949,2.9,26.5517241379,25,36.5517241379,-25,36.8965517241,0,959,13,280,666,177,5,34,138,0.1806684734,18.1280059193,3.2926378098,28.099703454,4.3760519356,22.232908552,24.052256151,0.6011060351,4.4882583954,1.7231706340000001,1.5949346798000001,10.034463413,0.2805161497,2.516631,75.1017388087,1.4798372179000001,0
Echallens,5518,5508,6.1476199653,827.027027027,21.4778503994,25.3086419753,61.0203340595,13.6710239651,2.3855399578,1.4680245894000001,9.1751536838,7.3401229471,2170,2.5152073733,6.67,22.1889055472,55,63.7181409295,-57,13.0434782609,1.0494752624,2482,39,419,2024,414,17,54,343,0,3.524392506,2.7638657021,23.889337641,7.3061389338,19.943457189,22.815024233,1.0500807754,6.211631664,1.4378029079,1.6518578352,11.724555735,1.2560581583000001,2.714055,45.6316082359,5.7503246151,0.5564830273
Essertines-sur-Yverdon,5520,909,4.7235023041,93.23076923080001,10.1210121012,26.1826182618,60.5060506051,13.3113311331,7.7348066297999996,1.1049723757,13.2596685083,9.9447513812,353,2.5750708214999998,9.72,5.9670781893000004,13,68.2098765432,-14,25.6172839506,0.20576131690000002,172,50,32,90,70,18,14,38,0.2570694087,3.3296337403000003,1.3318534961,24.155995343,2.4641055491,13.814513,30.88863019,1.8432285603,3.7834691502,3.3372138145,1.7850213426,11.87427241,2.4447031432,3.608847,45.5049944506,2.2197558269,1.1098779134
Etagnières,5521,1106,16.5437302424,292.5925925926,22.513562387,24.5931283906,63.4719710669,11.9349005425,4.5829514207,2.7497708524,10.9990834097,4.5829514207,433,2.545034642,3.77,10.3448275862,15,74.2705570292,-16,15.1193633952,0.2652519894,534,16,121,397,75,6,15,54,1.0893246187,0,1.3011152416,24.732884844,9.4182825485,17.926394935,26.691729323,1.1871784725,4.6695686585,2.1369212505,1.1476058567,10.308666403,0.3957261575,1.385042,43.6802973978,1.8587360595,5.5762081784
Fey,5522,625,11.2099644128,85.1498637602,9.28,26.56,59.52,13.92,4.8661800487,0,19.4647201946,8.1103000811,238,2.6092436975,7.4,5.6756756757,3,67.972972973,-3,26.2162162162,0.1351351351,146,37,61,48,46,15,9,22,0,6.5789473684,1.4802631579,26.043613707,1.7133956386,20.404984424,26.355140187,0.0934579439,4.6105919003,2.6479750779,2.0872274143,10.498442368,1.9937694704000002,3.551402,41.1184210526,3.2894736842,0
Froideville,5523,2315,31.6837315131,326.9774011299,16.9762419006,26.1339092873,61.8142548596,12.0518358531,4.0650406504,0.9033423668,12.1951219512,2.7100271003,900,2.5655555556,7.07,10.3253182461,16,38.3309759547,-18,51.3437057992,0,218,17,45,156,102,7,19,76,0.6230529595000001,39.7539044013,1.9876952201,23.561884951,3.600288023,18.393471478,35.418833507,0.2640211217,3.5762861029,2.8642291383,1.8481478518,8.3206656533,0.3760300824,1.776142,46.3795551349,5.6791292002,2.8395646001
Morrens (VD),5527,1055,8.6508753862,287.4659400545,12.9857819905,23.5071090047,58.1042654028,18.3886255924,3.9100684262,0,9.7751710655,3.9100684262,379,2.7361477573,3.7,15.1351351351,12,65.1351351351,-13,19.7297297297,0,152,12,25,115,51,6,4,41,0.2325581395,0,1.3118062563000001,23.043712898,3.8496132398,21.910415542,27.792768484,0.1618996222,3.8676020867,1.6010073754,1.7449181507,11.908616658,0.9534088865,3.166037,48.4359233098,2.0181634712,0
Oulens-sous-Echallens,5529,532,9.0163934426,90.6303236797,10.1503759398,22.7443609023,62.5939849624,14.661654135300001,7.4349442379,3.717472119,11.1524163569,13.0111524164,202,2.6237623762,5.87,10.9028960818,11,64.395229983,-12,24.7018739353,0,134,34,33,67,47,13,9,25,0,0,2.0220588235,31.626848692,4.4084186576,12.485779295,25.142207053,0.3412969283,5.858930603,3.2423208191,1.2229806598,10.807736064,0.2559726962,4.607509,68.0147058824,0,0
Pailly,5530,521,11.5631691649,90.294627383,10.7485604607,26.103646833,61.9961612284,11.9001919386,0,1.9436345967,7.7745383868,13.6054421769,194,2.6855670103,5.75,6.6086956522,8,75.4782608696,-8,17.7391304348,0.1739130435,98,59,18,21,37,14,7,16,0.9049773756,15.7480314961,1.1811023622,28.171868666,2.7563842724,10.660721524,32.752330766,0.6890960681,3.0401297122,7.3368463721,3.7697608431000003,8.0259424402,1.2565869477,1.540332,59.0551181102,0,3.937007874
Penthéréaz,5531,386,6.9252077562,67.9577464789,5.1813471503,24.8704663212,62.6943005181,12.4352331606,7.8534031414,2.6178010471,10.4712041885,7.8534031414,144,2.6666666667000003,5.69,5.4481546573,9,64.3233743409,-9,30.0527240773,0.1757469244,108,26,28,54,32,11,7,14,0,5.291005291,2.1164021164,26.005025126,6.8676716918,20.770519263,28.936348409,0.3350083752,3.5594639866,2.9313232831000002,0.5862646566,9.8408710218,0.0418760469,0.125628,79.3650793651,0,0
Poliez-Pittet,5533,805,17.3469387755,160.6786427146,12.5465838509,24.8447204969,62.9813664596,12.1739130435,5.1118210863,0,14.0575079872,1.2779552716,286,2.7412587413000002,5.01,9.381237525,14,54.8902195609,-14,35.7285429142,0,199,34,95,70,51,12,14,25,0,15.7894736842,1.4473684211,24.439918534,13.874745418,17.438900204,28.233197556,0.1272912424,3.7169042770000003,1.0437881874,1.6547861507000001,7.5101832994,0.3818737271,1.578411,31.5789473684,2.6315789474,6.5789473684
Rueyres,5534,261,6.9672131148,130.5,12.6436781609,29.1187739464,57.4712643678,13.4099616858,3.8834951456,0,3.8834951456,3.8834951456,96,2.71875,1.98,11.1111111111,5,70.7070707071,-7,18.1818181818,0,91,17,44,30,17,7,2,8,0.9803921569,0,0,21.250797703,3.4460753031,9.5724313976,39.438417358,4.2118698149,5.7434588385000005,3.5098915124,0.4467134652,8.9342693044,0.2552648373,3.19081,15.7480314961,0,0
Saint-Barthélemy (VD),5535,777,3.4620505992,188.5922330097,10.6821106821,23.8095238095,65.1222651223,11.0682110682,2.5806451613,5.1612903226,15.4838709677,1.2903225806,266,2.7105263158,4.14,7.2463768116,10,80.6763285024,-8,11.8357487923,0.24154589370000001,331,34,33,264,53,15,10,28,0,10.3492884864,1.4230271669,18.073593074,10.20021645,20.752164502,28.409090909,0.18939393940000002,1.8939393939,1.8127705628,2.1374458874,11.958874459,0.6493506494,3.92316,15.5239327296,3.8809831824,0
Villars-le-Terroir,5537,944,20.4081632653,133.1452750353,10.063559322,23.6228813559,61.5466101695,14.8305084746,7.6211213936,2.1774632553,16.3309744148,6.5323897659,371,2.5444743935,7.12,8.8483146067,12,76.8258426966,-13,14.3258426966,0,149,63,20,66,64,26,3,35,0,20.156774916,2.4636058231,24.069478908,15.278270117,12.477844736,28.41191067,1.169797944,6.5225097483,1.2761432116,0.5494505495,7.0719602978,1.2406947891,1.931939,44.7928331467,0,0
Vuarrens,5539,930,20.3104786546,103.6789297659,13.6559139785,30.4301075269,58.064516129,11.5053763441,6.5753424658,3.2876712329,10.9589041096,3.2876712329,317,2.9085173502,8.98,5.4565701559,10,70.4899777283,-10,24.0534521158,0,141,49,23,69,75,25,14,36,0,35.7541899441,0.5586592179000001,24.072312084,2.1883920076,16.151284491,32.635585157,1.4034253092,4.5670789724,2.9495718363,1.6650808754000002,8.2540437678,2.7830637488,3.330162,43.5754189944,0,0
Montilliez,5540,1631,14.3758765778,137.521079258,13.7952176579,26.2415695892,61.9865113427,11.7719190681,5.5796652201,1.2399256045,8.6794792312,4.3397396156,637,2.5478806907,11.81,7.1972904318,16,71.2955122777,-14,21.5071972904,0,264,82,67,115,118,30,25,63,0,11.9122257053,1.6300940439,25.85271785,4.5920212125,17.849825238,31.866939858,1.1449921658,3.4108713993,2.8082439436,1.6994094251,7.9787875136,0.108472942,2.687718,32.6018808777,0,0
